Nº INSCRIPCIÓN,DENOMINACIÓN SOCIAL,PROVINCIA,LOCALIDAD,CP,CLASE O GRADO,FECHA INSCRIPCIÓN
CC-130,"CONSTRUCTORA LOS CASTAÑOS, S. COOP. LTDA.",CACERES,NAVEZUELAS,10374,Sociedades Cooperativas de Trabajo Asociado,09/04/1985
EXT-399,SOCIEDAD COOPERATIVA AGROPECUARIA LAS VILLUERCAS,CACERES,NAVEZUELAS,10374,Sociedades Cooperativas Agroalimentarias,13/02/1973
23947,SOCIEDAD COOPERATIVA SAN BLAS,CACERES,OLIVA DE PLASENCIA,10667,Sociedades Cooperativas Agroalimentarias,06/07/1978
EXT-738,S. COOP. ACEITUNERA S. PEDRO DE ALCANTARA,CACERES,PALOMERO,10660,Sociedades Cooperativas Agroalimentarias,31/07/1991
EXT-407,SOCIEDAD COOPERATIVA SAN MIGUEL ARCÁNGEL,CACERES,PALOMERO,10660,Sociedades Cooperativas Agroalimentarias,30/12/1965
EXT-747,SOCIEDAD COOPERATIVA TRASIERRA DE GRANADILLA,CACERES,PALOMERO,10660,Sociedades Cooperativas de Trabajo Asociado,21/06/1999
EXT-264,"NUESTRA SEÑORA DE LA BLANCA, S. COOP.",CACERES,PASARON DE LA VERA,10411,Sociedades Cooperativas Agroalimentarias,15/10/1973
EXT-719,SOCIEDAD COOPERATIVA DEL CAMPO VIRGEN DE FÁTIMA DE PEDRO MUÑOZ,CACERES,PEDRO MUÑOZ,10630,Sociedades Cooperativas Agroalimentarias,29/01/1982
EXT-656,SOCIEDAD COOPERATIVA CAMPANA DE LA MATA,CACERES,PERALEDA DE LA MATA,10335,Sociedades Cooperativas Agroalimentarias,05/09/1974
7105,COOPERATIVA LOCAL DEL CAMPO SAN ROMÁN,CACERES,PERALEDA DE SAN ROMAN,10334,Sociedades Cooperativas Agroalimentarias,11/06/1956
10-CC-286,"CHAMPIDEX PERALES DEL PUERTO, S. COOP.",CACERES,PERALES DEL PUERTO,10896,Sociedades Cooperativas de Trabajo Asociado,13/10/1989
EXT-789,SOCIEDAD COOPERATIVA LA PERALIEGA,CACERES,PERALES DEL PUERTO,10896,Sociedades Cooperativas Agroalimentarias,07/06/1985
EXT-754,SOCIEDAD COOPERATIVA LOCAL DEL CAMPO SAN FRANCISCO JAVIER,CACERES,PESGA (LA),10649,Sociedades Cooperativas Agroalimentarias,26/02/1968
EXT-041,"APIHURDES, S. COOP.",CACERES,PINOFRANQUEADO,10630,Sociedades Cooperativas Agroalimentarias,15/04/1992
15384,COOPERATIVA LOCAL DEL CAMPO NUESTRA SEÑORA DE LA MONTAÑA,CACERES,PINOFRANQUEADO,10630,Sociedades Cooperativas Agroalimentarias,30/12/1967
EXT-1187,"LABERINTO HURDANO, S. COOP. ESPECIAL",CACERES,PINOFRANQUEADO,10630,Sociedades Cooperativas de Trabajo Asociado,13/08/2018
22905,SOCIEDAD COOPERATIVA AGROPECUARIA DE LAS HURDES,CACERES,PINOFRANQUEADO,10630,Sociedades Cooperativas Agroalimentarias,11/06/1977
EXT-1259,"LA BARACA, S. COOP. ESPECIAL",CACERES,PIORNAL,10615,Sociedades Cooperativas de Trabajo Asociado,26/03/2021
EXT-712,PICOAG COOPERATIVA AGRARIA S. COOP.,CACERES,PIORNAL,10615,Sociedades Cooperativas Agroalimentarias,27/03/2003
EXT-465,SOCIEDAD COOPERATIVA LIMITADA SAN JOSÉ DE PIORNAL,CACERES,PIORNAL,10615,Sociedades Cooperativas Agroalimentarias,25/10/1961
EXT-043,SOCIEDAD COOPERATIVA SAN RAFAEL,CACERES,PIZARRO,10134,Sociedades Cooperativas Agroalimentarias,20/04/1965
EXT-1059,"ACTYVA, SOCIEDAD COOPERATIVA",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Consumidores y Usuarios,23/12/2014
10-CC-346,"AFICOEX, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,02/05/1991
10-CC-492,"AMBULANCIAS NUESTRA SEÑORA VIRGEN DEL PUERTO, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,25/03/1996
EXT-864,"CÁRNICAS PLASENCIA, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,11/01/2001
10-CC-594,CARPINTERÍA Y EBANISTERÍA SAN FULGENCIO SOCIEDAD COOPERATIVA LIMITADA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,20/10/1987
EXT-802,"COAMBEX, SOCIEDAD COOPERATIVA",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,08/01/2009
SMT-678,"COAVEX, SOCIEDAD COOPERATIVA LIMITADA",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,04/11/1983
EXT-226,"COLEGIO SAN JOSÉ DE PLASENCIA, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,30/10/1995
EXT-969,"COMISA, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Servicios,20/04/1994
CC-168,"CONFECCIONES ALTA EXTREMADURA, S. COOP. LTDA.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,19/03/1986
6884,COOPERATIVA DE CONSUMO SAN JOSÉ,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Consumidores y Usuarios,20/10/1955
14842,COOPERATIVA DE LA VIVIENDA VIRGEN DEL PUERTO,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Viviendas,06/07/1967
17702,COOPERATIVA DE VIVIENDAS NUESTRA SEÑORA DE LA SALUD,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Viviendas,16/03/1970
16455,COOPERATIVA INDUSTRIAL PLACENTINA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,31/01/1969
24789,"COOPERATIVA TEXTIL DEL JERTE, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,21/02/1979
EXT-794,"COPI PARK, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,14/10/1998
10-CC-337,DIVA S. COOP.,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,29/01/1991
EXT-567,"ECOTAHONA DEL AMBROZ, S. COOP. ESPECIAL",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,07/06/2007
CC-127,"EL RINCON, S. COOP. LTDA.",CACERES,PLASENCIA,10600,Sociedades Cooperativas Agroalimentarias,27/02/1985
10-CC-270,"ELECTROSERVICIOS, S. COOP. LTDA.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,16/06/1989
CC-045,"HECA, S. COOP. LTDA.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,30/11/1981
EXT-1101,INVESTIGACIONES AGRARIAS EXTREMEÑAS SOCIEDAD COOPERATIVA AGRARIA (INAGEX),CACERES,PLASENCIA,10600,Sociedades Cooperativas Agroalimentarias,12/05/2016
EXT-393,LOS ARCOS DE PLASENCIA S. COOP.,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,22/02/1982
10-CC-305,"MUEBLES BENAVENTE, S. COOP.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,30/03/1990
CC-093,"PLASENCIA TEXTIL, S. COOP. LTDA.",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,21/09/1983
EXT-1084,"RED CALEA, S. COOP. ESPECIAL",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,27/10/2015
10-CC-572,ROMA SOCIEDAD COOPERATIVA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,11/09/2001
10-CC-481,S. COOP. ALICATADORES Y SOLADORES VIRGEN DEL PUERTO,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,31/10/1995
EXT-1126,SAMARIA SOCIEDAD COOPERATIVA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,31/05/2001
EXT-514,SEDIACO SOCIEDAD COOPERATIVA LIMITADA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Servicios,28/03/1989
23182,SOCIEDAD COOPERATIVA DE VIVIENDAS LABORAL PLACENTINA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Viviendas,04/10/1977
23927,SOCIEDAD COOPERATIVA DE VIVIENDAS LAS TORRES,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Viviendas,12/06/1978
EXT-743,SOCIEDAD COOPERATIVA EXTREMEÑA DE AUTOCARES COEXCAR S. COOP.,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Transportistas,22/09/1997
10-CC-611,SOCIEDAD COOPERATIVA INDUSTRIAL AUTOESCUELA PLACENTINA,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,24/07/1970
EXT-709,SOCIEDAD COOPERATIVA LIMITADA DE ENSEÑANZA SAN CALIXTO,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Enseñanza,18/04/1984
CC-150,SOCIEDAD COOPERATIVA LIMITADA RIO JERTE,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Viviendas,25/10/1985
EXT-958,SOCIEDAD COOPERATIVA TABACUP,CACERES,PLASENCIA,10600,Sociedades Cooperativas Agroalimentarias,22/04/1997
EXT-1060,SOCIEDAD COOPERATIVA VENAMBU,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,08/01/2015
EXT-050,"TABACO DE CÁCERES, SOCIEDAD COOPERATIVA",CACERES,PLASENCIA,10600,Sociedades Cooperativas Agroalimentarias,21/10/1988
SMT-851,"UNAEX, UNION ASESORA EXTREMEÑA, SOCIEDAD COOPERATIVA LIMITADA",CACERES,PLASENCIA,10600,Sociedades Cooperativas de Trabajo Asociado,26/08/1985
EXT-136,VIVIR EN EXTREMADURA S. COOP.,CACERES,PLASENCIA,10600,Sociedades Cooperativas de Viviendas,20/01/2006
10-CC-308,COOPERATIVA TEXTIL NUESTRA SEÑORA DEL CARMEN S. COOP.,CACERES,PLASENZUELA,10271,Sociedades Cooperativas de Trabajo Asociado,23/11/1976
10-CC-365,"REDES DE TELEFONIA EXTREMEÑAS, SOCIEDAD COOPERATIVA",CACERES,PLASENZUELA,10271,Sociedades Cooperativas de Trabajo Asociado,28/10/1991
21157,SOCIEDAD COOPERATIVA NUESTRA SRA. DE LA ASUNCIÓN,CACERES,PLASENZUELA,10271,Sociedades Cooperativas Agroalimentarias,16/09/1975
EXT-268,SOCIEDAD COOPERATIVA LIMITADA SAN ANTONIO DE POZUELO DE ZARZÓN,CACERES,POZUELO DE ZARZON,10813,Sociedades Cooperativas Agroalimentarias,20/02/1985
EXT-760,VIRGEN DE LA ENCINA DE POZUELO DE ZARZON S. COOP.,CACERES,POZUELO DE ZARZON,10813,Sociedades Cooperativas Agroalimentarias,06/04/1983
EXT-1007,SOCIEDAD COOPERATIVA SAN ISIDRO,CACERES,PRADOCHANO,10671,Sociedades Cooperativas Agroalimentarias,15/12/1978
EXT-723,COOPERATIVA DEL CAMPO SAN PEDRO DE ALCÁNTARA,CACERES,PUEBLONUEVO DE MIRAMONTES,10318,Sociedades Cooperativas Agroalimentarias,30/09/1964
22482,SOCIEDAD COOPERATIVA SAN MARCOS,CACERES,PUERTO DE SANTA CRUZ,10261,Sociedades Cooperativas Agroalimentarias,18/02/1977
EXT-475,SANTA CATALINA S. COOP.,CACERES,REBOLLAR,10617,Sociedades Cooperativas Agroalimentarias,25/10/1961
EXT-386,"CONSULTEX, S. COOP.",CACERES,RINCON DEL OBISPO,10811,Sociedades Cooperativas de Trabajo Asociado,16/05/2005
13060,COOPERATIVA DEL CAMPO SAN JOSE OBRERO,CACERES,RINCON DEL OBISPO,10811,Sociedades Cooperativas Agroalimentarias,13/12/1965
EXT-768,"PULIMENTOS DEL ALAGON, SOCIEDAD COOPERATIVA DE TRABAJO ASOCIADO",CACERES,RINCON DEL OBISPO,10811,Sociedades Cooperativas de Trabajo Asociado,11/07/2003
EXT-294,SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA VIRGEN DE ARGAMASA,CACERES,RIOLOBOS,10693,Sociedades Cooperativas Agroalimentarias,04/07/1980
EXT-603,"UNION DE AGRICULTORES DE RIOLOBOS, S. COOP.",CACERES,RIOLOBOS,10693,Sociedades Cooperativas Agroalimentarias,27/05/1994
10-CC-626,SOCIEDAD COOPERATIVA DEL CAMPO SAN PEDRO,CACERES,ROBLEDILLO DE TRUJILLO,10261,Sociedades Cooperativas Agroalimentarias,10/07/1976
EXT-479,"SAN BLAS DE ROBLEDOLLANO, S. COOP. LTDA.",CACERES,ROBLEDOLLANO,10371,Sociedades Cooperativas Agroalimentarias,25/06/1985
EXT-037,"HORTICOEX, S. COOP.",CACERES,ROSALEJO,10391,Segundo Grado,28/06/2000
EXT-312,"ROSACOL, SOCIEDAD COOPERATIVA AGRARIA",CACERES,ROSALEJO,10391,Sociedades Cooperativas Agroalimentarias,31/07/2006
10-CC-022,SOCIEDAD COOPERATIVA LIMITADA EL ROSAL DE ROSALEJO,CACERES,ROSALEJO,10391,Sociedades Cooperativas Agroalimentarias,02/07/1973
SMT-1448,"TABACOEX, SOCIEDAD COOPERATIVA LIMITADA DE SEGUNDO GRADO (TABACOEX)",CACERES,ROSALEJO,10391,Segundo Grado,11/02/1992
EXT-655,TABARROSA S. COOP.,CACERES,ROSALEJO,10391,Sociedades Cooperativas Agroalimentarias,16/06/1997
CC-068,"CARBONES SALORINO, S. COOP. LTDA.",CACERES,SALORINO,10570,Sociedades Cooperativas de Trabajo Asociado,20/04/1982
CC-182,SOCIEDAD COOPERATIVA LIMITADA COCASAL,CACERES,SALORINO,10570,Sociedades Cooperativas de Trabajo Asociado,25/06/1986
EXT-856,SOCIEDAD COOPERATIVA DE TRABAJO ASOCIADO EL VERMEJAL,CACERES,SALVATIERRA DE SANTIAGO,10189,Sociedades Cooperativas de Trabajo Asociado,16/09/1988
CC-190,SOCIEDAD COOPERATIVA LIMITADA TEXTIL SALVATERREÑA,CACERES,SALVATIERRA DE SANTIAGO,10189,Sociedades Cooperativas de Trabajo Asociado,21/10/1986
EXT-667,SOCIEDAD COOPERATIVA SAN GIL,CACERES,SAN GIL,10690,Sociedades Cooperativas Agroalimentarias,02/03/1976
EXT-792,S. COOP. DEL CAMPO SAN MARTIN Y SAN ISIDRO,CACERES,SAN MARTIN DE TREVEJO,10892,Sociedades Cooperativas Agroalimentarias,31/03/1954
EXT-328,COOPERATIVA DEL CAMPO LA SANTA CRUZ S. COOP.,CACERES,SANTA CRUZ DE PANIAGUA,10661,Sociedades Cooperativas Agroalimentarias,29/10/1966
EXT-672,SOCIEDAD COOPERATIVA LA PILARICA,CACERES,SANTA MARIA DE LAS LOMAS,10318,Sociedades Cooperativas Agroalimentarias,21/05/1966
12125,COOPERATIVA ARTESANA SANTA MARTA,CACERES,SANTA MARTA DE MAGASCA,10198,Sociedades Cooperativas de Trabajo Asociado,26/12/1964
19147,SOCIEDAD COOPERATIVA DEL CAMPO SANTIAGO APOSTOL,CACERES,SANTIAGO DEL CAMPO,10191,Sociedades Cooperativas Agroalimentarias,29/08/1972
EXT-326,"SAN JUAN BAUTISTA, S. COOP. LTDA.",CACERES,SANTIBAÑEZ EL ALTO,10859,Sociedades Cooperativas Agroalimentarias,13/02/1970
EXT-786,"SANTO CRISTO DE LA PAZ DE SANTIBAÑEZ EL BAJO, S. COOP.",CACERES,SANTIBAÑEZ EL BAJO,10666,Sociedades Cooperativas Agroalimentarias,20/09/1988
EXT-327,SOCIEDAD COOPERATIVA SANTIAGO,CACERES,SANTIBAÑEZ EL BAJO,10666,Sociedades Cooperativas Agroalimentarias,26/12/1967
CC-216,"AGROVAL, S. COOP.",CACERES,SAUCEDILLA,10390,Sociedades Cooperativas Agroalimentarias,02/03/1988
EXT-994,SOCIEDAD COOPERATIVA LIMITADA RIEGOS DE VALDECAÑAS,CACERES,SAUCEDILLA,10390,Sociedades Cooperativas Agroalimentarias,04/10/1985
EXT-1067,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE MONFRAGÜE,CACERES,SERRADILLA,10530,Sociedades Cooperativas Agroalimentarias,13/01/1995
3838,SOCIEDAD COOPERATIVA SANTÍSIMO CRISTO DE LA VICTORIA,CACERES,SERRADILLA,10530,Sociedades Cooperativas Agroalimentarias,21/11/1947
10-CC-408,S. COOP. SERREJÓN-VIRGEN DE LA OLIVA,CACERES,SERREJON,10528,Sociedades Cooperativas Agroalimentarias,15/12/1992
14091,SOCIEDAD COOPERATIVA DEL CAMPO Y CAJA RURAL SAN ILDEFONSO,CACERES,SERREJON,10528,Sociedades Cooperativas Agroalimentarias,14/12/1966
EXT-329,SOCIEDAD COOPERATIVA LA BIENVENIDA,CACERES,TALAVERUELA DE LA VERA,10491,Sociedades Cooperativas Agroalimentarias,05/08/1977
EXT-626,"ARALAVE, S. COOP.",CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,10/01/2006
13727,COOPERATIVA AGROPECUARIA Y CAJA RURAL SAN MARTÍN,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,13/08/1966
EXT-125,SOCIEDAD COOPERATIVA LIMITADA AGRARIA EL BEREZAL,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,30/03/1989
EXT-126,SOCIEDAD COOPERATIVA LIMITADA AGRARIA HUERTOS,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,30/03/1989
EXT-127,SOCIEDAD COOPERATIVA LIMITADA AGRARIA ROSALEJO,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,30/03/1989
EXT-124,SOCIEDAD COOPERATIVA LIMITADA AGRARIA TIÉTAR,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,30/03/1989
EXT-123,SOCIEDAD COOPERATIVA LIMITADA AGRARIA VERA ALTA,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,30/03/1989
EXT-128,SOCIEDAD COOPERATIVA TABAQUERA COMUNITARIA,CACERES,TALAYUELA,10310,Segundo Grado,16/07/1990
EXT-119,SOCIEDAD COOPERATIVA TABAQUERA LA UNIÓN,CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,03/09/1991
10-CC-429,"TABACOS DE CUATERNOS, S. COOP. LTDA.",CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,21/05/1993
EXT-1119,"VENTA AMBULANTE TALAYUELA, S. COOP.",CACERES,TALAYUELA,10310,Sociedades Cooperativas de Trabajo Asociado,23/08/2016
10-CC-257,"VIZCAINO BAYÓN, S. COOP.",CACERES,TALAYUELA,10310,Sociedades Cooperativas Agroalimentarias,24/04/1989
22995,SOCIEDAD COOPERATIVA SAN MIGUEL,CACERES,TEJEDA DE TIETAR,10420,Sociedades Cooperativas Agroalimentarias,06/05/1975
12438,"SANTÍSIMA SEÑORA DE GUADALUPE, SOCIEDAD COOPERATIVA",CACERES,TIETAR,10319,Sociedades Cooperativas Agroalimentarias,30/04/1965
EXT-911,SOCIEDAD COOPERATIVA LIMITADA MIRABEL,CACERES,TORIL,10520,Sociedades Cooperativas Agroalimentarias,26/07/1984
EXT-121,FRUTICOLA RIO JERTE SOCIEDAD COOPERATIVA LIMITADA,CACERES,TORNAVACAS,10611,Segundo Grado,24/04/1989
EXT-776,"FRUTICOLA TORNAVAQUEÑA, SOCIEDAD COOPERATIVA LIMITADA",CACERES,TORNAVACAS,10611,Sociedades Cooperativas Agroalimentarias,13/09/1988
EXT-775,SOCIEDAD COOPERATIVA TORNAVALLE,CACERES,TORNAVACAS,10611,Sociedades Cooperativas Agroalimentarias,04/03/2002
EXT-064,SOCIEDAD COOPERATIVA SAN LUCAS DE EL TORNO,CACERES,TORNO (EL),10617,Sociedades Cooperativas Agroalimentarias,16/10/1959
17453,COOPERATIVA LOCAL DEL CAMPO VIRGEN DE BIENVENIDA,CACERES,TORRE DE DON MIGUEL,10864,Sociedades Cooperativas Agroalimentarias,15/12/1969
EXT-332,"LA TORREÑA, S. COOP. LTDA.",CACERES,TORRE DE DON MIGUEL,10864,Sociedades Cooperativas Agroalimentarias,11/03/1986
10-CC-349,PALINSA SOCIEDAD COOPERATIVA,CACERES,TORRE DE DON MIGUEL,10864,Sociedades Cooperativas de Trabajo Asociado,24/05/1991
EXT-665,"SIERRA MIEL, S. COOP.",CACERES,TORRECILLA DE LOS ANGELES,10869,Sociedades Cooperativas Agroalimentarias,27/01/1995
22482,SOCIEDAD COOPERATIVA SAN MARCOS,CACERES,TORRECILLA DE LOS ANGELES,10869,Sociedades Cooperativas Agroalimentarias,11/08/1969
10-CC-545,VIRGEN DE LA GUINDA SOCIEDAD COOPERATIVA,CACERES,TORRECILLA DE LOS ANGELES,10869,Sociedades Cooperativas de Trabajo Asociado,11/01/2000
22214,SOCIEDAD COOPERATIVA SANTA CATALINA,CACERES,TORRECILLAS DE LA TIESA,10252,Sociedades Cooperativas de Consumidores y Usuarios,25/09/1979
19461,SOCIEDAD COOPERATIVA DEL CAMPO SAN MIGUEL,CACERES,TORREJON EL RUBIO,10694,Sociedades Cooperativas Agroalimentarias,19/02/1973
EXT-231,SOCIEDAD COOPERATIVA LA INMACULADA,CACERES,TORREJONCILLO,10830,Sociedades Cooperativas Agroalimentarias,29/05/1956
EXT-1219,"AGROECOLÓGICA DE MONTAÑA, SOCIEDAD COOPERATIVA",CACERES,TORREMENGA,10413,Sociedades Cooperativas Agroalimentarias,29/07/2019
20384,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE TORREALBA,CACERES,TORREMOCHA,10184,Sociedades Cooperativas Agroalimentarias,27/06/1974
EXT-061,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LA SOLEDAD,CACERES,TORREORGAZ,10182,Sociedades Cooperativas de Consumidores y Usuarios,26/05/1978
EXT-107,SOCIEDAD COOPERATIVA SAN ISIDRO LABRADOR,CACERES,TORREORGAZ,10182,Sociedades Cooperativas Agroalimentarias,04/10/1973
10-CC-556,SOCIEDAD COOPERATIVA DE GANADEROS DE TORREQUEMADA,CACERES,TORREQUEMADA,10183,Sociedades Cooperativas Agroalimentarias,25/09/2000
CC-056,"ARTESANIA DE LA MADERA, S. COOP. LTDA.",CACERES,TRUJILLO,10200,Sociedades Cooperativas de Trabajo Asociado,24/02/1982
10-CC-366,CARPINTERÍA Y RESTAURACIÓN SOCIEDAD COOPERATIVA,CACERES,TRUJILLO,10200,Sociedades Cooperativas de Trabajo Asociado,19/11/1991
EXT-052,"COPRECA, S. COOP.",CACERES,TRUJILLO,10200,Sociedades Cooperativas Agroalimentarias,31/07/2002
EXT-808,"MARÍA DE LA PAZ ORELLANA, S. COOP.",CACERES,TRUJILLO,10200,Sociedades Cooperativas de Enseñanza,28/09/1989
20559,"SOCIEDAD COOPERATIVA AGROPECUARIA DE TRUJILLO, SOCOPA",CACERES,TRUJILLO,10200,Sociedades Cooperativas Agroalimentarias,02/10/1974
EXT-632,SOCIEDAD COOPERATIVA INDUSTRIAL DE CARPINTEROS SAN JOSÉ,CACERES,TRUJILLO,10200,Sociedades Cooperativas de Trabajo Asociado,23/09/1970
CC-025,SOCIEDAD COOPERATIVA LIMITADA ARTESANA SANTIAGO APOSTOL DE TRUJILLO,CACERES,TRUJILLO,10200,Sociedades Cooperativas de Trabajo Asociado,05/12/1980
CC-201,"TRUJILLANA DE FONTANERIA, SOCIEDAD COOPERATIVA LIMITADA",CACERES,TRUJILLO,10200,Sociedades Cooperativas de Trabajo Asociado,06/03/1987
EXT-221,"UNION DE LOS BERROCALES, S. COOP.",CACERES,TRUJILLO,10200,Sociedades Cooperativas de Trabajo Asociado,01/04/2002
EXT-063,"AGRUPACIÓN DE COOPERATIVAS VALLE DEL JERTE, S. COOP.",CACERES,VALDASTILLAS,10614,Sociedades Cooperativas Agroalimentarias,19/02/1986
EXT-711,FRUCAVAL S. COOP.,CACERES,VALDASTILLAS,10614,Sociedades Cooperativas Agroalimentarias,28/03/2003
EXT-193,"SANTA LUCIA DE VALDASTILLAS, S. COOP.",CACERES,VALDASTILLAS,10614,Sociedades Cooperativas Agroalimentarias,25/10/1961
10-CC-528,"MILANILLO, S. COOP.",CACERES,VALDECAÑAS DE TAJO,10329,Sociedades Cooperativas de Trabajo Asociado,23/04/1999
21580,SOCIEDAD COOPERATIVA SAN AGUSTÍN,CACERES,VALDEFUENTES,10180,Sociedades Cooperativas Agroalimentarias,29/03/1976
10-CC-314,SOCIEDAD COOPERATIVA SAN JOSÉ DE VALDEIÑIGOS,CACERES,VALDEIÑIGOS,10697,Sociedades Cooperativas Agroalimentarias,13/08/1966
CC-206,"EL REMOLINO, S. COOP. LTDA.",CACERES,VALDELACASA DE TAJO,10332,Sociedades Cooperativas Agroalimentarias,08/04/1987
EXT-422,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DEL ROSARIO,CACERES,VALDEMORALES,10131,Sociedades Cooperativas Agroalimentarias,17/07/1970
EXT-940,SOCIEDAD COOPERATIVA LIMITADA LA MANADA,CACERES,VALDERROSAS,10671,Sociedades Cooperativas Agroalimentarias,12/09/1986
25043,"AGRUPACIÓN GANADERA INTERCOMARCAL DE COOPERATIVAS, S. COOP. A.G.I.C.O.",CACERES,VALDESALOR,10164,Segundo Grado,25/09/1979
EXT-858,SOCIEDAD COOPERATIVA SAN PABLO,CACERES,VALDESALOR,10164,Sociedades Cooperativas Agroalimentarias,28/06/1974
EXT-415,"ALCANTARINA DE AMBULANCIAS, S. COOP.",CACERES,VALENCIA DE ALCANTARA,10500,Sociedades Cooperativas de Trabajo Asociado,03/11/1992
EXT-797,CÁRNICAS FRAGALLA S. COOP.,CACERES,VALENCIA DE ALCANTARA,10500,Sociedades Cooperativas de Trabajo Asociado,16/02/1993
7090,COOPERATIVA DEL CAMPO SAN ANDRÉS,CACERES,VALENCIA DE ALCANTARA,10500,Sociedades Cooperativas Agroalimentarias,26/05/1956
10-CC-657,SOCIEDAD COOPERATIVA SAN FRANCISCO JAVIER,CACERES,VALRIO,10811,Sociedades Cooperativas Agroalimentarias,09/06/1975
3457,COOPERATIVA Y CAJA RURAL DE SAN ANTONIO,CACERES,VALVERDE DEL FRESNO,10890,Sociedades Cooperativas Agroalimentarias,27/05/1947
EXT-330,SOCIEDAD COOPERATIVA SAN DÁMASO,CACERES,VALVERDE DEL FRESNO,10890,Sociedades Cooperativas Agroalimentarias,11/06/1956
10-CC-275,"ENTREARROYOS COOPERATIVA EXTREMEÑA, S. COOP.",CACERES,VEGAVIANA,10848,Sociedades Cooperativas de Trabajo Asociado,23/08/1989
EXT-756,SOCIEDAD COOPERATIVA DEL CAMPO VIRGEN DE FATIMA,CACERES,VEGAVIANA,10848,Sociedades Cooperativas Agroalimentarias,28/01/1966
CC-217,SOCIEDAD COOPERATIVA LA VIANDAREÑA,CACERES,VIANDAR DE LA VERA,10429,Sociedades Cooperativas Agroalimentarias,07/03/1988
10-CC-282,SOCIEDAD COOPERATIVA LA MODA,CACERES,VILLA DEL CAMPO,10814,Sociedades Cooperativas de Trabajo Asociado,13/10/1989
EXT-333,SOCIEDAD COOPERATIVA LIMITADA SAN BARTOLOME DE VILLA DEL CAMPO,CACERES,VILLA DEL CAMPO,10814,Sociedades Cooperativas Agroalimentarias,06/10/1983
23243,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LOS ÁNGELES,CACERES,VILLA DEL CAMPO,10814,Sociedades Cooperativas de Trabajo Asociado,01/12/1977
