Nº INSCRIPCIÓN,DENOMINACIÓN SOCIAL,PROVINCIA,LOCALIDAD,CP,CLASE O GRADO,FECHA INSCRIPCIÓN
SMT-1056,"VILLIBOR, SOCIEDAD COOPERATIVA LIMITADA",CACERES,CASTAÑAR DE IBOR,10340,Segundo Grado,01/03/1988
10-CC-336,"CONSTRUCTORA LA VILLA, S. COOP. LTDA.",CACERES,CECLAVIN,10870,Sociedades Cooperativas de Trabajo Asociado,29/01/1991
EXT-447,S. COOP. AGRARIA OLIVARERA PATRONA DEL ENCINAR,CACERES,CECLAVIN,10870,Sociedades Cooperativas Agroalimentarias,18/11/1954
EXT-857,SOCIEDAD COOPERATIVA AGRARIA SANTA MARÍA DEL OLMO DE CECLAVÍN,CACERES,CECLAVIN,10870,Sociedades Cooperativas Agroalimentarias,15/09/1993
EXT-928,S. COOP. ACEITUNERA SAN ROQUE,CACERES,CEREZO,10663,Sociedades Cooperativas Agroalimentarias,02/10/1990
EXT-425,S. COOP. SAN JUAN BAUTISTA,CACERES,CEREZO,10663,Sociedades Cooperativas Agroalimentarias,30/05/1968
EXT-249,SOCIEDAD COOPERATIVA DE LA VIRGEN DEL TESO DE CEREZO,CACERES,CEREZO,10663,Sociedades Cooperativas Agroalimentarias,22/11/2001
EXT-320,SAN BLAS DE CILLEROS SOCIEDAD COOPERATIVA,CACERES,CILLEROS,10895,Sociedades Cooperativas Agroalimentarias,16/12/1972
EXT-912,"ARENITA, S. COOP. ESPECIAL",CACERES,CORIA,10800,Sociedades Cooperativas de Trabajo Asociado,23/02/2011
EXT-499,"FORNOEX, S. COOP. ESPECIAL",CACERES,CORIA,10800,Sociedades Cooperativas de Trabajo Asociado,30/03/2007
EXT-385,"IMECORPA, SOCIEDAD COOPERATIVA",CACERES,CORIA,10800,Sociedades Cooperativas de Trabajo Asociado,12/11/1999
EXT-384,"MÁS ALLÁ TEXTIL, SOCIEDAD COOPERATIVA",CACERES,CORIA,10800,Sociedades Cooperativas de Trabajo Asociado,26/05/2005
EXT-879,S. COOP. COPRETAL,CACERES,CORIA,10800,Sociedades Cooperativas Agroalimentarias,24/11/2000
EXT-251,S. COOP. DEL ALAGÓN (COPAL),CACERES,CORIA,10800,Sociedades Cooperativas Agroalimentarias,17/09/1958
EXT-582,"ZIRCUS, SOCIEDAD COOPERATIVA",CACERES,CORIA,10800,Sociedades Cooperativas de Trabajo Asociado,19/06/2003
23869,SOCIEDAD COOPERATIVA YUSTE,CACERES,CUACOS DE YUSTE,10430,Sociedades Cooperativas Agroalimentarias,12/06/1978
EXT-772,"BROGOR, S. COOP. ESPECIAL",CACERES,DELEITOSA,10370,Sociedades Cooperativas de Trabajo Asociado,08/07/2008
24722,SOCIEDAD COOPERATIVA DE VIVIENDAS CLIMA,CACERES,DESCARGAMARIA,10866,Sociedades Cooperativas de Viviendas,06/02/1979
EXT-355,SOFREX SOCIEDAD COOPERATIVA,CACERES,FRESNEDOSO DE IBOR,10328,Sociedades Cooperativas de Trabajo Asociado,19/09/2005
EXT-975,SOCIEDAD COOPERATIVA GANAGROEX,CACERES,GALISTEO,10691,Sociedades Cooperativas Agroalimentarias,13/05/1998
10-CC-547,FORJA NORTE DE EXTREMADURA S. COOP.,CACERES,GARGANTA (LA),10759,Sociedades Cooperativas de Trabajo Asociado,09/03/2000
EXT-930,SAN ANTON SOCIEDAD COOPERATIVA,CACERES,GARGANTA (LA),10759,Sociedades Cooperativas de Trabajo Asociado,29/04/1972
EXT-659,SAN LORENZO DE GARGANTA LA OLLA S. COOP. LTDA.,CACERES,GARGANTA LA OLLA,10412,Sociedades Cooperativas Agroalimentarias,11/12/1974
EXT-1164,"SETAS AD FAUCES, SOCIEDAD COOPERATIVA ESPECIAL",CACERES,GARGANTA LA OLLA,10412,Sociedades Cooperativas Agroalimentarias,03/04/2018
EXT-246,SOCIEDAD COOPERATIVA SAN PABLO APÓSTOL,CACERES,GARGANTILLA,10749,Sociedades Cooperativas Agroalimentarias,13/10/1967
2482,COOPERATIVA CATÓLICA DEL CAMPO LA CARIDAD,CACERES,GARROVILLAS DE ALCONETAR,10940,Sociedades Cooperativas Agroalimentarias,30/09/1946
10-CC-610,"COTERGA, SOCIEDAD COOPERATIVA",CACERES,GARROVILLAS DE ALCONETAR,10940,Sociedades Cooperativas Agroalimentarias,30/03/2004
EXT-906,"NUESTRA SEÑORA DE ALTA GRACIA, S. COOP. LTDA.",CACERES,GARROVILLAS DE ALCONETAR,10940,Sociedades Cooperativas de Trabajo Asociado,11/02/1982
EXT-277,POZO NUEVO SOCIEDAD COOPERATIVA LIMITADA,CACERES,GARROVILLAS DE ALCONETAR,10940,Sociedades Cooperativas de Trabajo Asociado,07/05/1999
10-CC-407,S. COOP. LTDA. DE VIVIENDAS DE GARROVILLAS,CACERES,GARROVILLAS DE ALCONETAR,10940,Sociedades Cooperativas de Viviendas,02/12/1992
CC-063,"VILLA-GARRO, S. COOP. LTDA.",CACERES,GARROVILLAS DE ALCONETAR,10940,Sociedades Cooperativas de Trabajo Asociado,25/03/1982
EXT-1246,"RESINAS Y DESBROCES VILLA DE GATA, SOCIEDAD COOPERATIVA",CACERES,GATA,10860,Sociedades Cooperativas de Trabajo Asociado,16/07/2020
EXT-321,S. COOP. LA ACEÑA,CACERES,GATA,10860,Sociedades Cooperativas Agroalimentarias,11/06/2002
23870,SOCIEDAD COOPERATIVA DEL CAMPO SANTA Mª MAGDALENA,CACERES,GRANJA (LA),10711,Sociedades Cooperativas Agroalimentarias,12/06/1978
EXT-731,SOCIEDAD COOPERATIVA UNIÓN OLIVARERA,CACERES,GUADALUPE,10140,Sociedades Cooperativas Agroalimentarias,19/12/1947
EXT-788,S. COOP. CRISTU BENDITU,CACERES,GUIJO DE GRANADILLA,10665,Sociedades Cooperativas Agroalimentarias,14/01/1983
EXT-084,SOCIEDAD COOPERATIVA AGRARIA DE SEGUNDO GRADO ACEITUNERA GRANADILLA,CACERES,GUIJO DE GRANADILLA,10665,Segundo Grado,03/06/1999
EXT-345,SOCIEDAD COOPERATIVA DEL CAMPO GABRIEL Y GALAN,CACERES,GUIJO DE GRANADILLA,10665,Sociedades Cooperativas Agroalimentarias,12/07/1967
EXT-793,SOCIEDAD COOPERATIVA GANADEROS DE CAPARRA,CACERES,GUIJO DE GRANADILLA,10665,Sociedades Cooperativas Agroalimentarias,15/05/2001
EXT-286,SOCIEDAD COOPERATIVA AGRARIA DE LAS NIEVES,CACERES,GUIJO DE SANTA BARBARA,10459,Sociedades Cooperativas Agroalimentarias,12/06/1978
EXT-831,"QUESERÍAS VALLE DEL ARRAGO, S. COOP.",CACERES,HERNAN-PEREZ,10868,Sociedades Cooperativas de Trabajo Asociado,10/11/1999
EXT-322,S. COOP. DEL CAMPO SAN SEBASTIÁN,CACERES,HERNAN-PEREZ,10868,Sociedades Cooperativas Agroalimentarias,07/05/1969
EXT-275,"AMBROZ ARTESANA DEL MUEBLE, SOCIEDAD COOPERATIVA",CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,18/01/1982
EXT-258,"COARTHE, COOPERATIVA ARTESANA HERVASENSE SOCIEDAD COOPERATIVA",CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,03/11/1971
EXT-798,"ENVASES FUENTE DEL ALISO, SOCIEDAD COOPERATIVA LIMITADA",CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,17/02/1986
10-CC-398,"JARDINERÍA EL ROBLEDO, S. COOP. LTDA.",CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,04/09/1992
CC-031,"PISCIFACTORIA COOPERATIVA MARINEJO, S. COOP. LTDA.",CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,16/03/1981
EXT-820,SOCIEDAD COOPERATIVA LAVANBA HERVÁS,CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,25/06/2001
EXT-282,SOCIEDAD COOPERATIVA LIMITADA DE TRABAJO ASOCIADO MATERIALES DE CONSTRUCCIÓN Y TRANSPORTES GARCÍA,CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,24/02/1983
EXT-252,SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO DE HERVÁS,CACERES,HERVAS,10700,Sociedades Cooperativas Agroalimentarias,26/11/1955
CC-012,SOCIEDAD COOPERATIVA LIMITADA LA CASITA,CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,10/07/1980
10-CC-527,VALLE DEL AMBROZ CONSTRUCCIONES S. COOP.,CACERES,HERVAS,10700,Sociedades Cooperativas de Trabajo Asociado,14/04/1999
CC-173,SOCIEDAD COOPERATIVA LIMITADA MAFERGA,CACERES,HIGUERA DE ALBALAT,10359,Sociedades Cooperativas de Trabajo Asociado,30/04/1986
EXT-825,SOCIEDAD COOPERATIVA DEL CAMPO SAN ROQUE,CACERES,HOLGUERA,10829,Sociedades Cooperativas Agroalimentarias,13/05/1970
23477,SOCIEDAD COOPERATIVA INDUSTRIAL AGRARIA DEL NOROESTE DE EXTREMADURA C.I.A.D.E.X.,CACERES,HOYOS,10850,Sociedades Cooperativas Agroalimentarias,03/03/1978
22946,SOCIEDAD COOPERATIVA VIRGEN DE LA JARA,CACERES,IBAHERNANDO,10280,Sociedades Cooperativas Agroalimentarias,08/07/1977
13707,COOPERATIVA AGRICOLA NUESTRA SRA. DE LA ASUNCIÓN,CACERES,JARAICEJO,10380,Sociedades Cooperativas Agroalimentarias,22/07/1966
13476,COOPERATIVA Y CAJA RURAL AGRÍCOLA SAN ISIDRO,CACERES,JARAICEJO,10380,Sociedades Cooperativas Agroalimentarias,21/05/1966
CC-122,"CONGELADOS EXTREMEÑOS DE LA VERA, S. COOP. LTDA.",CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas de Trabajo Asociado,28/01/1985
15851,COOPERATIVA REGIONAL GANADERA SAN ANTÓN,CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas Agroalimentarias,12/06/1968
CC-038,"FRAMBUESAS DE LA VERA, S. COOP. LTDA.",CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas Agroalimentarias,02/06/1981
10-CC-499,S. COOP. DE VIVIENDAS VIRGEN DE SALOBRAR DE JARAÍZ,CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas de Viviendas,16/01/1997
EXT-278,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DEL SALOBRAR,CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas Agroalimentarias,03/07/1956
EXT-701,SOCIEDAD COOPERATIVA UNIÓN DE PRODUCTORES DE PIMENTÓN,CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas Agroalimentarias,08/03/1945
EXT-1095,SOCIEDAD COOPERATIVA VEGAS DE LA VERA,CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas Agroalimentarias,30/05/1989
EXT-135,"TRANSPORTISTAS VIRGEN DEL SALOBRAR, SOCIEDAD COOPERATIVA LIMITADA",CACERES,JARAIZ DE LA VERA,10400,Sociedades Cooperativas de Transportistas,28/07/1989
11726,COOPERATIVA DEL CAMPO NTRA. SRA. DE SOPETRAN,CACERES,JARANDILLA DE LA VERA,10450,Sociedades Cooperativas Agroalimentarias,11/07/1964
18304,COOPERATIVA INDUSTRIAL VETONIA,CACERES,JARANDILLA DE LA VERA,10400,Sociedades Cooperativas de Trabajo Asociado,20/02/1971
CC-145,"LA FLOR DE LA VERA, SOCIEDAD COOPERATIVA LIMITADA",CACERES,JARANDILLA DE LA VERA,10450,Sociedades Cooperativas Agroalimentarias,05/09/1985
EXT-871,SOCIEDAD COOPERATIVA DE TRANSPORTES Y MAQUINARIA VERATA,CACERES,JARANDILLA DE LA VERA,10450,Sociedades Cooperativas de Trabajo Asociado,22/07/1992
16718,COOPERATIVA GANADERA DE EXPLOTACIÓN Y TRABAJO COMUNITARIO DE LA TIERRA RUTA DE LA PLATA,CACERES,JARILLA,10728,Sociedades Cooperativas Agroalimentarias,07/05/1969
10-CC-465,"ARTESANOS DEL QUESO DEL VALLE DEL JERTE, S. COOP.",CACERES,JERTE,10612,Sociedades Cooperativas Agroalimentarias,23/11/1994
EXT-114,SOCIEDAD COOPERATIVA SANTO CRISTO DEL AMPARO DE JERTE,CACERES,JERTE,10612,Sociedades Cooperativas Agroalimentarias,25/10/1961
EXT-905,"ALTO RUECAS, S. COOP.",CACERES,LOGROSAN,10120,Sociedades Cooperativas Agroalimentarias,26/01/2011
EXT-348,"COTRALO, S. COOP.",CACERES,LOGROSAN,10120,Sociedades Cooperativas de Transportistas,18/11/1991
EXT-1027,"LIMPIEZA Y RECUPERACIÓN MARINA, S. COOP. ESPECIAL",CACERES,LOGROSAN,10120,Sociedades Cooperativas de Trabajo Asociado,17/02/2014
10-CC-263,"MECALOGROSÁN DE CÁCERES, S. COOP. LTDA.",CACERES,LOGROSAN,10120,Sociedades Cooperativas de Trabajo Asociado,18/05/1989
EXT-867,SOCIEDAD COOPERATIVA DEL CAMPO SAN MATEO,CACERES,LOGROSAN,10120,Sociedades Cooperativas Agroalimentarias,29/05/1956
CC-199,SOCIEDAD COOPERATIVA LIMITADA MECÁNICA DE LOGROSÁN,CACERES,LOGROSAN,10120,Sociedades Cooperativas de Trabajo Asociado,26/02/1987
EXT-120,SOCIEDAD COOPERATIVA VILLUERCLAJE,CACERES,LOGROSAN,10120,Sociedades Cooperativas de Trabajo Asociado,25/05/2005
EXT-506,SERVIMAYOR LOSAR S. COOP.,CACERES,LOSAR DE LA VERA,10460,Sociedades Cooperativas de Consumidores y Usuarios,09/04/2007
EXT-067,SOCIEDAD COOPERATIVA AGRARIA DE LOSAR DE LA VERA,CACERES,LOSAR DE LA VERA,10460,Sociedades Cooperativas Agroalimentarias,26/03/1955
CC-028,SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS LOSAREÑA COVILO,CACERES,LOSAR DE LA VERA,10460,Sociedades Cooperativas de Viviendas,05/02/1981
CC-109,SOCIEDAD COOPERATIVA LIMITADA LA VERATA,CACERES,LOSAR DE LA VERA,10460,Sociedades Cooperativas de Trabajo Asociado,27/07/1984
EXT-961,"UNIÓN COOPERATIVA DE CAPRINO, SOCIEDAD COOPERATIVA",CACERES,LOSAR DE LA VERA,10460,Sociedades Cooperativas Agroalimentarias,04/07/2012
CC-207,"COOPERATIVA ARTESANA VERATOS, S. COOP. LTDA.",CACERES,MADRIGAL DE LA VERA,10480,Sociedades Cooperativas de Trabajo Asociado,22/04/1987
CC-157,SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO MAJA ALARDOS,CACERES,MADRIGAL DE LA VERA,10480,Sociedades Cooperativas Agroalimentarias,10/12/1985
10-CC-341,PALETS EXTREMEÑOS S. COOP.,CACERES,MADRIGALEJO,10110,Sociedades Cooperativas de Trabajo Asociado,20/02/1991
EXT-069,SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO SAN JUAN DE MADRIGALEJO,CACERES,MADRIGALEJO,10110,Sociedades Cooperativas Agroalimentarias,18/12/1963
EXT-310,"UNION PANADERA DE MADRIGALEJO, S. COOP.",CACERES,MADRIGALEJO,10110,Sociedades Cooperativas de Trabajo Asociado,05/09/1989
23783,SOCIEDAD COOPERATIVA DEL CAMPO EXMA,CACERES,MADROÑERA,10210,Sociedades Cooperativas Agroalimentarias,26/05/1978
EXT-1202,"TU DESTINO, SOCIEDAD COOPERATIVA ESPECIAL",CACERES,MADROÑERA,10210,Sociedades Cooperativas de Trabajo Asociado,05/04/2019
CC-075,"MAJADAS INDUSTRIAL, S. COOP. LTDA",CACERES,MAJADAS DE TIETAR,10529,Sociedades Cooperativas de Trabajo Asociado,13/09/1982
EXT-1024,"ADAEGINA, S. COOP. LTDA.",CACERES,MALPARTIDA DE CACERES,10910,Sociedades Cooperativas de Trabajo Asociado,10/10/2001
10-CC-347,COMERCIAL CACEREÑA S. COOP.,CACERES,MALPARTIDA DE CACERES,10910,Sociedades Cooperativas de Trabajo Asociado,06/05/1991
24776,SOCIEDAD COOPERATIVA DE VIVIENDAS SAN ANTONIO,CACERES,MALPARTIDA DE CACERES,10910,Sociedades Cooperativas de Viviendas,21/02/1979
CC-097,SOCIEDAD COOPERATIVA LIMITADA CERES TEXTIL,CACERES,MALPARTIDA DE CACERES,10910,Sociedades Cooperativas de Trabajo Asociado,30/11/1983
22270,"SOCIEDAD COOPERATIVA MALPARTIDEÑA TEXTIL, COMALTEX",CACERES,MALPARTIDA DE CACERES,10910,Sociedades Cooperativas de Trabajo Asociado,24/11/1976
EXT-896,"VULCANO, S. COOP. ESPECIAL",CACERES,MALPARTIDA DE CACERES,10910,Sociedades Cooperativas de Trabajo Asociado,21/10/2010
EXT-401,SOCIEDAD COOPERATIVA ALMAZARA,CACERES,MALPARTIDA DE PLASENCIA,10680,Sociedades Cooperativas Agroalimentarias,30/09/1965
EXT-248,CONVENTO SAN MARCOS SOCIEDAD COOPERATIVA,CACERES,MARCHAGAZ,10662,Sociedades Cooperativas Agroalimentarias,09/11/2004
EXT-697,SANTIAGO APÓSTOL S. COOP.,CACERES,MARCHAGAZ,10662,Sociedades Cooperativas Agroalimentarias,12/06/1968
EXT-324,SOCIEDAD COOPERATIVA MAJADAHONDA,CACERES,MARCHAGAZ,10662,Sociedades Cooperativas Agroalimentarias,20/07/1988
EXT-296,"LA MEMBRILLERA, S. COOP.",CACERES,MEMBRIO,10580,Sociedades Cooperativas de Trabajo Asociado,18/01/2000
EXT-1211,SOCIEDAD COOPERATIVA LIMITADA MEGABI,CACERES,MEMBRIO,10580,Sociedades Cooperativas Agroalimentarias,16/01/1986
EXT-027,CASAMI S. COOP.,CACERES,MIAJADAS,10100,Sociedades Cooperativas de Transportistas,23/09/1998
18859,"COOPERATIVA TALLERES EXTREMADURA, SOC. COOP.",CACERES,MIAJADAS,10100,Sociedades Cooperativas de Trabajo Asociado,22/04/1972
EXT-335,"COTEXMI, S. COOP. LTDA.",CACERES,MIAJADAS,10100,Sociedades Cooperativas de Trabajo Asociado,24/09/1980
EXT-491,"COVELTA, S. COOP. LTDA.",CACERES,MIAJADAS,10100,Sociedades Cooperativas de Transportistas,28/11/1991
EXT-033,"EXTREMEÑA DE ARROCES, SOCIEDAD COOPERATIVA",CACERES,MIAJADAS,10100,Sociedades Cooperativas Agroalimentarias,19/01/2000
EXT-1264,FRUTÍCOLA EXTREMEÑA SOCIEDAD COOPERATIVA,CACERES,MIAJADAS,10100,Sociedades Cooperativas Agroalimentarias,20/05/2021
EXT-016,INICIATIVA RURAL SOCIEDAD COOPERATIVA DE EXTREMADURA,CACERES,MIAJADAS,10100,Sociedades Cooperativas Agroalimentarias,16/05/1997
EXT-304,"SAN ISIDRO DE MIAJADAS, S. COOP.",CACERES,MIAJADAS,10100,Sociedades Cooperativas Agroalimentarias,17/02/1965
EXT-105,SAN MARCOS DE MIAJADAS S. COOP. LTDA.,CACERES,MIAJADAS,10100,Sociedades Cooperativas Agroalimentarias,30/07/2004
23620,SOCIEDAD COOPERATIVA DE LA CONSTRUCCIÓN LA EDIFICADORA MIAJADEÑA,CACERES,MIAJADAS,10100,Sociedades Cooperativas de Trabajo Asociado,13/04/1978
EXT-045,"VECA, SOCIEDAD COOPERATIVA",CACERES,MIAJADAS,10100,Sociedades Cooperativas de Explotación Comunitaria de la Tierra,24/09/1980
13989,COOPERATIVA DEL CAMPO Y CAJA RURAL SAN FRANCISCO DE ASÍS,CACERES,MILLANES DE LA MATA,10394,Sociedades Cooperativas Agroalimentarias,10/11/1966
16327,COOPERATIVA DE PRODUCCIÓN VIRGEN DE LA JARRERA,CACERES,MIRABEL,10540,Sociedades Cooperativas de Trabajo Asociado,14/12/1968
EXT-083,"KERKUS SUBER, SOCIEDAD COOPERATIVA LIMITADA",CACERES,MOHEDA DE GATA (LA),10849,Sociedades Cooperativas Agroalimentarias,17/11/2003
EXT-358,S. COOP. SAN ISIDRO DE LA MOHEDA,CACERES,MOHEDA DE GATA (LA),10849,Sociedades Cooperativas Agroalimentarias,30/12/1965
CC-060,"TRUCHERA LA MOHEDA, S. COOP. LTDA",CACERES,MOHEDA DE GATA (LA),10849,Sociedades Cooperativas de Trabajo Asociado,23/03/1982
EXT-375,"ACEITUNAS VERDES DE MOHEDAS, S. COOP. LTDA.",CACERES,MOHEDAS DE GRANADILLA,10664,Sociedades Cooperativas Agroalimentarias,30/04/1968
EXT-216,"DOLUPLA, S. COOP.",CACERES,MOHEDAS DE GRANADILLA,10664,Sociedades Cooperativas de Trabajo Asociado,06/06/2006
EXT-1196,SOCIEDAD COOPERATIVA CUATRO LUGARES,CACERES,MONROY,10194,Sociedades Cooperativas Agroalimentarias,17/03/1992
EXT-1295,"COMUNIDAD ENERGÉTICA SIERRA DE MONTANCHEZ, S. COOP.",CACERES,MONTANCHEZ,10170,Sociedades Cooperativas de Consumidores y Usuarios,11/11/2022
EXT-824,SOCIEDAD COOPERATIVA ALMAZARA NUESTRA SEÑORA DE LA CONSOLACIÓN,CACERES,MONTANCHEZ,10170,Sociedades Cooperativas Agroalimentarias,03/05/1956
EXT-666,SOCIEDAD COOPERATIVA COMARCAL DEL CAMPO DE LA COMARCA DE MONTÁNCHEZ,CACERES,MONTANCHEZ,10170,Sociedades Cooperativas Agroalimentarias,15/12/1970
EXT-548,UNIÓN DE GANADEROS DE LAS TORRES S. COOP.,CACERES,MONTANCHEZ,10170,Sociedades Cooperativas Agroalimentarias,03/11/2000
EXT-058,"ACEITUNERA DEL NORTE DE CÁCERES, SOCIEDAD COOPERATIVA LIMITADA DE SEGUNDO GRADO (ACENORCA)",CACERES,MONTEHERMOSO,10810,Segundo Grado,23/11/1982
EXT-784,"COOPERATIVA DE COMERCIALIZACIÓN DE PRODUCTOS AGRARIOS Y GANADEROS EXTREMEÑOS, SOCIEDAD COOPERATIVA DE ULTERIOR GRADO",CACERES,MONTEHERMOSO,10810,Segundo Grado,17/09/2008
CC-076,"MONTEHERMOSEÑA DEL MUEBLE, S. COOP. LTDA",CACERES,MONTEHERMOSO,10810,Sociedades Cooperativas de Trabajo Asociado,23/09/1982
EXT-1242,"SAN BARTOLOMÉ DEL MUEBLE, S. COOP. LTDA.",CACERES,MONTEHERMOSO,10810,Sociedades Cooperativas de Trabajo Asociado,21/12/1982
EXT-207,SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE VALDEFUENTES,CACERES,MONTEHERMOSO,10810,Sociedades Cooperativas Agroalimentarias,26/07/1967
CC-091,"TRABAJADORES TEXTILES DE MONTEHERMOSO, S. COOP. LTDA.",CACERES,MONTEHERMOSO,10810,Sociedades Cooperativas de Trabajo Asociado,13/07/1983
CC-059,"TRUCHERA MONTEHERMOSO, S. COOP. LTDA.",CACERES,MONTEHERMOSO,10810,Sociedades Cooperativas de Trabajo Asociado,23/03/1982
EXT-755,"ESTRUCTURAS SIERRA DE GATA, S. COOP.",CACERES,MORALEJA,10840,Sociedades Cooperativas de Trabajo Asociado,13/10/2004
CC-167,"FRAMIJU, S. COOP. LTDA.",CACERES,MORALEJA,10840,Sociedades Cooperativas de Trabajo Asociado,19/03/1986
EXT-410,"INVERNADEROS VALLE ALAGÓN-ARRAGO, S. COOP.",CACERES,MORALEJA,10840,Sociedades Cooperativas Agroalimentarias,09/07/2002
EXT-391,JUGAS S. COOP.,CACERES,MORALEJA,10840,Sociedades Cooperativas de Trabajo Asociado,09/06/1997
EXT-757,"LA ALAMEDA DE MORALEJA, S. COOP.",CACERES,MORALEJA,10840,Sociedades Cooperativas Agroalimentarias,10/12/1985
EXT-417,LAS PORCIONES SOCIEDAD COOPERATIVA,CACERES,MORALEJA,10840,Sociedades Cooperativas Agroalimentarias,11/04/2002
EXT-662,S. COOP. MOCARVA,CACERES,MORALEJA,10840,Sociedades Cooperativas Agroalimentarias,19/10/1993
21694,SOCIEDAD COOPERATIVA ARRAGO,CACERES,MORALEJA,10840,Sociedades Cooperativas Agroalimentarias,18/05/1976
EXT-657,SOCIEDAD COOPERATIVA EXTREMEÑA DE PRODUCTOS ACUÍCOLAS,CACERES,MORALEJA,10840,Sociedades Cooperativas Agroalimentarias,11/04/2003
EXT-004,UCONOR S. COOP. LTDA.,CACERES,MORALEJA,10840,Segundo Grado,26/12/1995
EXT-813,"CAMPO ALBA, S. COOP.",CACERES,NAVACONCEJO,10613,Sociedades Cooperativas Agroalimentarias,23/03/2009
EXT-482,"COOPERATIVA AGRARIA DE NAVACONCEJO, S. COOP.",CACERES,NAVACONCEJO,10613,Sociedades Cooperativas Agroalimentarias,02/03/1989
EXT-1257,"LA CABRA TIRA AL JERTE, S. COOP. ESPECIAL",CACERES,NAVACONCEJO,10613,Sociedades Cooperativas de Trabajo Asociado,24/02/2021
EXT-325,SOCIEDAD COOPERATIVA DEL CAMPO,CACERES,NAVACONCEJO,10613,Sociedades Cooperativas Agroalimentarias,28/12/1945
EXT-769,"AMBULANCIAS ARAVEI, S. COOP.",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Trabajo Asociado,08/11/1995
10-CC-458,"ARTESANOS JOVENES DE LA MADERA, SOCIEDAD COOPERATIVA",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Trabajo Asociado,22/07/1994
CC-134,"COPREX, S. COOP. LTDA.",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Trabajo Asociado,13/05/1985
SMT-1591,"GRUTABA, SOCIEDAD COOPERATIVA",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas Agroalimentarias,25/11/1992
EXT-034,"HORTICOLA ALTA DE EXTREMADURA, S. COOP.",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas Agroalimentarias,04/02/2000
10-CC-447,"JARDENA, S.COOP.",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Trabajo Asociado,28/01/1994
10-CC-443,LIMPIEZAS ARCO-IRIS SOCIEDAD COOPERATIVA,CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Trabajo Asociado,25/11/1993
EXT-886,S. COOP. JARA DEL ROMERAL,CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas Agroalimentarias,27/05/1994
CC-073,"SOCIEDAD COOPERATIVA DE ENSEÑANZA VIRGEN DE LAS ANGUSTIAS DE NAVALMORAL DE LA MATA, S. COOP. LTDA.",CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Enseñanza,02/08/1982
EXT-325,SOCIEDAD COOPERATIVA DEL CAMPO,CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas Agroalimentarias,24/07/1964
CC-165,SOCIEDAD COOPERATIVA LIMITADA COFRUVE,CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas Agroalimentarias,05/03/1986
EXT-219,SOCIEDAD COOPERATIVA TALLERES ARAÑUELO,CACERES,NAVALMORAL DE LA MATA,10300,Sociedades Cooperativas de Trabajo Asociado,20/02/1984
EXT-594,"SOCIEDAD COOPERATIVA DEL CAMPO ""SAN ROQUE""",CACERES,NAVALVILLAR DE IBOR,10341,Sociedades Cooperativas Agroalimentarias,01/12/1967
EXT-194,SOCIEDAD COOPERATIVA DEL CAMPO SANTO DOMINGO DE GUZMÁN,CACERES,NAVAS DEL MADROÑO,10930,Sociedades Cooperativas Agroalimentarias,09/03/1979
CC-188,SOCIEDAD COOPERATIVA LIMITADA MUTRAVEN,CACERES,NAVAS DEL MADROÑO,10930,Sociedades Cooperativas de Trabajo Asociado,17/09/1986
CC-200,SOCIEDAD COOPERATIVA LIMITADA NAVATRASIERRA,CACERES,NAVATRASIERRA,10331,Sociedades Cooperativas Agroalimentarias,03/03/1987
