"Nregistro","Ambito","Provincia","Fregistro","Nombre","Domicilio","Dlocalidad","CodPostal","fines"
4565,"Autonómico","Badajoz",15/11/07,"ASOCIACION CULTURAL PARA LA PROMOCIÓN DIFUSIÓN DEL BAILE ""AL SON""","Avda. Quinta de San Juan nº 26, 2º B","OLIVENZA","06100"," MUSICALES, TAURINAS"
4565,"Autonómico","Cáceres",03/05/11,"ASOCIACIÓN CLUB TAURINO MORALO","C/ PERALEDA DE LA MATA, 2","NAVALMORAL DE LA MATA","10300"," MUSICALES, TAURINAS"
4566,"Local","Badajoz",15/11/07,"ASOCIACION DE MADRES Y PADRES DE ALUMNOS Y ALUMNAS DEL COLEGIO PUBLICO SAN ROQUE","C/ LOPEZ DE AYALA, S/N","ALMENDRALEJO","06200"," MADRES Y PADRES DE ALUMNOS"
4567,"Autonómico","Badajoz",15/11/07,"ASOCIACION LUNA SERENA","C/ ZURBARAN, 11- 2º B","CASTUERA","06420"," OTRAS, PROPIETARIOS, VECINOS"
4567,"Local","Cáceres",04/05/11,"ASOCIACIÓN RINCÓN DE LOS CURAS","C/ HERNÁNDEZ PACHECO, 13 BLOQ. 8 2º-B","CÁCERES",," OTRAS, PROPIETARIOS, VECINOS"
4568,"Local","Badajoz",16/11/07,"ASOCIACION FOTOGRAFICA DE JEREZ DE LOS CABALLEROS","C/ Pilar Gómez Cisneros, nº 11","JEREZ DE LOS CABALLEROS","06380"," CULTURALES, OTRAS"
4568,"Autonómico","Cáceres",06/05/11,"ASOCIACIÓN ÓRGANO DE SEGUIMIENTO Y COORDINACIÓN DEL EXTREMEÑO Y SU CULTURA","C/ LOS CORMORANES, 28","CÁCERES",," CULTURALES, OTRAS"
4569,"Local","Badajoz",16/11/07,"ASOCIACION DE MUJERES AGUA VIVA DE MERIDA","C/ BELLAVISTA, 4- 2º A","MERIDA","06800"," MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, OTRAS"
4569,"Comarcal","Cáceres",09/05/11,"ASOCIACIÓN DE MUJERES EL CANCHAL","C/ COLÓN, 12 CENTRO CREACIÓN JOVEN","CASARES DE LAS HURDES","10628"," MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, OTRAS"
4570,"Autonómico","Badajoz",19/11/07,"ASOCIACION CULTURAL FOLKLORICA EL JAGUARZO","PLAZA ERMITA, 56","QUINTANA DE LA SERENA","06450"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, TAURINAS"
4570,"Local","Cáceres",09/05/11,"ASOCIACIÓN PEÑA TAURINA JAVIER DE PRADO","AVD/ CONSTITUCIÓN, 21","MONROY","10194"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, TAURINAS"
4571,"Autonómico","Badajoz",19/11/07,"ASOCIACION CORAL MUNICIPAL ARS VETERA","C/ SAN JUANITO, 21","VILLANUEVA DEL FRESNO","06110"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, MUSICALES"
4572,"Local","Badajoz",19/11/07,"ASOCIACION DE VECINOS, CONSUMIDORES Y USUARIOS LA CORCHERA","C/ COMARCA TIERRA DE BARROS, 25, BAJO B","MERIDA","06800"," DEPORTISTAS, EXDEPORTISTAS, PROPIETARIOS, VECINOS"
4572,"Provincial","Cáceres",10/05/11,"ASOCIACIÓN CULTURAL DE TIRO CHINATA","C/ FELIPE TOMÉ, 16","MALPARTIDA DE PLASENCIA","10680"," DEPORTISTAS, EXDEPORTISTAS, PROPIETARIOS, VECINOS"
4573,"Local","Badajoz",20/11/07,"ASOCIACION AGRUPACION DE DEFENSA SANITARIA EL SEÑOR DE LOS PASOS","C/ SANTIAGO, 24","ALBURQUERQUE","06510"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURALES"
4573,"Autonómico","Cáceres",12/05/11,"ASOCIACÓN OROKIA SOCIOCULTURAL","RDA SAN FRANCISCO, ESCAL. DCHA. 6º-C","CÁCERES",," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURALES"
4574,"Autonómico","Badajoz",20/11/07,"ASOCIACION CULTURAL LIARTE","C/ HERNAN CORTES Nº 108, 3º B","VILLANUEVA DE LA SERENA","06700"," CULTURALES, SERVICIOS SANITARIOS"
4574,"Local","Cáceres",16/05/11,"ASOCIACIÓN AGRUPACIÓN DE DEFENSA SANITARIA GANADERA ""LA PORTILLA""","C/ LOBERA, 25","CILLEROS","10895"," CULTURALES, SERVICIOS SANITARIOS"
4575,"Autonómico","Badajoz",20/11/07,"ASOCIACION DE POLICIAS LOCALES DE ALMENDRALEJO A.P.L.A.","PLAZA DE ESPAÑA, 1","ALMENDRALEJO","06200"," OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
4575,"Provincial","Cáceres",17/05/11,"ASOCIACIÓN GASRONÓMICA CACEREÑA DE LA TAPA ""SABOREA CÁCERES""","C/ NIZA, 4","CÁCERES",," OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
4576,"Local","Badajoz",20/11/07,"ASOCIACION DE AGRICULTORES Y GANADEROS ""LA HIGUERA","C/ ABAJO, S/N","HIGUERA DE LA SERENA","06441"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4576,"Autonómico","Cáceres",17/05/11,"ASOCIACIÓN CULTURAL ECUESTRE ""VIRGEN DEL PRADO""","C/ BARRIONUEVO ALTO, 41","CASAR DE CÁCERES","10190"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4577,"Autonómico","Badajoz",20/11/07,"ASOCIACION AFECTADOS DE SILICOSIS DE QUINTANA DE LA SERENA","PLAZA DE ESPAÑA, 3","QUINTANA DE LA SERENA","06450"," OTRAS DE SOLIDARIDAD, TURISMO"
4577,"Provincial","Cáceres",18/05/11,"ASOCIACIÓN POR LA BANDERA AZUL EN EL RIO ALAGÓN A SU PASO POR CORIA Y EN EL RESTO DE ZONAS TRADICIONALES DE BAÑO DE SU CUENCA","C/ CARMEN, 9","CORIA","10800"," OTRAS DE SOLIDARIDAD, TURISMO"
4578,"Autonómico","Badajoz",20/11/07,"ASOCIACION GOTA DE AGUA O.N.G.","PZA. SANTIAGO AROLO VIÑAS, 6","BADAJOZ",," ASOCIACIONES VINCULADAS A ORGANIZACIONES INTERNACIONALES, OTRAS"
4579,"Autonómico","Badajoz",26/11/07,"ASOCIACION CORO DE LA UNIVERSIDAD DE MAYORES DE EXTREMADURA (CORO DE LA UMEX DE BADAJOZ)","CAMPUS UNIVERSITARIO, PABELLON ANTIGUO RECTORADO","BADAJOZ",," DEPORTISTAS, EXDEPORTISTAS, MUSICALES"
4579,"Local","Cáceres",19/05/11,"ASOCIACIÓN DEPORTIVA CLUB AÉREO SIERRA DE GREDOS","C/ PUERTO DEL ESQUINAZO, 1 2º-B","NAVALMORAL DE LA MATA","10300"," DEPORTISTAS, EXDEPORTISTAS, MUSICALES"
4580,"Local","Badajoz",26/11/07,"ASOCIACION CULTURAL ""LA ESPUELA DE TENTUDIA""","c/ CRISTOBAL COLON, 28","CALERA DE LEON","06292"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, TAURINAS"
4580,"Local","Cáceres",20/05/11,"ASOCIACIÓN PEÑA CULTURAL TAURINA ""LUIS MIGUEL NAHARRO""","C/ REAL, 14","ALCUÉSCAR","10160"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, TAURINAS"
4581,"Comarcal","Badajoz",26/11/07,"ASOCIACION PEÑA SEVILLISTA ""TIERRA DE BARROS""","PUENTE DE LA RADIO- CAFETERIA BONHAVAL, S/N","VILLAFRANCA DE LOS BARROS","06220"," OTRAS, SOCIOS, SEGUIDORES"
4581,"Autonómico","Cáceres",26/05/11,"ASOCIACIÓN PARA LA INVESTIGACIÓN Y DESARROLLO DE MOVILIDAD TECNOLÓGICA EN EXTREMADURA ""AIDMOTEX""","C/ SANTA CRISTINA, S/N EDIF. EMBARCADERO","CÁCERES",," OTRAS, SOCIOS, SEGUIDORES"
4582,"Autonómico","Badajoz",26/11/07,"ASOCIACION CULTURAL PEÑA TAURINA DE TALARRUBIAS","Avda. de la Constitucion, 79","TALARRUBIAS","06640"," OTRAS, TAURINAS"
4582,"Provincial","Cáceres",26/05/11,"ASOCIACIÓN GRUPO SENDERISTA ""LA BOGARINA""","C/ DOCTOR FLEMING, 1","MADROÑERA","10210"," OTRAS, TAURINAS"
4583,"Autonómico","Badajoz",26/11/07,"ASOCIACION CULTURAL TAURINA ""AFICION""","C/ CAJIGAL, 7","ALMENDRALEJO","06200"," CULTURA POPULAR, GASTRONOMÍA, TAURINAS"
4583,"Autonómico","Cáceres",30/05/11,"ASOCIACIÓN ANHINOJO FOLK","AVD/ DE CÁCERES, 33","HINOJAL","10192"," CULTURA POPULAR, GASTRONOMÍA, TAURINAS"
4584,"Autonómico","Badajoz",26/11/07,"ASOCIACION MUSICO-CULTURAL CHÉVERE DE PUEBLA DE LA CALZADA","C/ DERECHA, 110","PUEBLA DE LA CALZADA","06490"," MADRES Y PADRES DE ALUMNOS, MUSICALES"
4584,"Local","Cáceres",30/05/11,"ASOCIACIÓN DE PADRES Y ALUMNOS DE LA ESCUELA MUNICIPAL DE MÚSICA DE NAVALMORAL DE LA MATA","C/ PABLO LUENGO, 15","NAVALMORAL DE LA MATA","10300"," MADRES Y PADRES DE ALUMNOS, MUSICALES"
4585,"Autonómico","Badajoz",27/11/07,"ASOCIACION ""EDUCACION POP""","c/ Ramón Albarrán, 15, 2º A","BADAJOZ",," CULTURALES, PROMOCIÓN DE LA CONVIVENCIA Y LA TOLERANCIA, PROPIETARIOS, VECINOS"
4585,"Local","Cáceres",31/05/11,"ASOCIACIÓN RESIDENCIAL VALFERMOSO","C/ HERGIUELA, 22","TRUJILLO","10200"," CULTURALES, PROMOCIÓN DE LA CONVIVENCIA Y LA TOLERANCIA, PROPIETARIOS, VECINOS"
4586,"Comarcal","Badajoz",27/11/07,"ASOCIACION ECOLOGISTAS EN ACCION MERIDA","C/ HERNAN CORTES, 23","MERIDA","06800"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS"
4586,"Autonómico","Cáceres",30/06/11,"ASOCIACIÓN ESTUDIO MOTRIZ CONCHI BELLORÍN","C/ LAS AGUILAS, 2 BLOQ 2º-D PISO 1º-D","CÁCERES",," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS"
4587,"Autonómico","Badajoz",27/11/07,"ASOCIACION EXTREMEÑA DE HIDROTERAPIA Y ACTIVIDADES ACUÁTICAS TERAPEUTICAS","C/ ARTURO BAREA, 4, 4º C","BADAJOZ",," ACCIÓN SOCIAL, VOLUNTARIADO, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
4587,"Autonómico","Cáceres",30/05/11,"ASOCIACIÓN DE DISCAPACITADOS DEL CAMPO ARAÑUELO (A.D.C.A.)","C/ PUERTO EL ESQUINAZO, 2","NAVALMORAL DE LA MATA","10300"," ACCIÓN SOCIAL, VOLUNTARIADO, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
4588,"Provincial","Badajoz",30/11/07,"ASOCIACION DEHESA AL DIA","c/ Constitución, 4","FUENTES DE LEON","06280"," ACCIÓN SOCIAL, VOLUNTARIADO, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4588,"Autonómico","Cáceres",02/06/11,"ASOCIACIÓN CAMPING CLUB CARAVANING VALLE DEL JERTEQ","AVD/ JUAN CARLOS I, 7 6º-A","PLASENCIA","10600"," ACCIÓN SOCIAL, VOLUNTARIADO, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4589,"Local","Badajoz",30/11/07,"ASOCIACION DE MADRES, PADRES, ABUELOS Y ABUELAS DEL CENTRO DE EDUCACION INFANTIL CORAZON DE JESUS","C/ ALBAICIN, S/N","PUEBLA DE LA CALZADA","06490"," MADRES Y PADRES DE ALUMNOS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4589,"Autonómico","Cáceres",07/06/11,"ASOCIACIÓN EXTREMEÑA DEJANDO HUELLA","AVD/ DE LA UNIVERSIDAD, S/N CÁTEDRA DE PROD. ANIMAL","CÁCERES",," MADRES Y PADRES DE ALUMNOS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4590,"Local","Badajoz",05/12/07,"ASOCIACION DE MUJERES RURALES NUESTRA SEÑORA DE LA MERCED","C/ RETAMALEJO, 9","AZUAGA","06920"," ACCIÓN SOCIAL, VOLUNTARIADO, OTRAS"
4590,"Provincial","Cáceres",08/06/11,"ASOCIACIÓN AGRUPACIÓN DE DEFENSA SANITARIA (A.D.S.) ""SAN JOAQUÍN""","C/ CASA DE CULTURA, S/N","ALBALÁ","10187"," ACCIÓN SOCIAL, VOLUNTARIADO, OTRAS"
4591,"Local","Badajoz",05/12/07,"ASOCIACION DE MUJERES RURALES CORAZON DE MARIA","C/ SAN MIGUEL, 12","VALDEBOTOA","06194"," CULTURALES, OTRAS"
4591,"Autonómico","Cáceres",14/06/11,"ASOCIACIÓN MADURAS","C/ CALEROS, 57 1º IZD","CÁCERES",," CULTURALES, OTRAS"
4592,"Local","Badajoz",05/12/07,"ASOCIACION DE MAYORES FUENTE DE LOS BARROS DE DON BENITO","C/ HIGUERA, 21","DON BENITO","06400"," DEPORTISTAS, EXDEPORTISTAS, PERSONAS MAYORES"
4592,"Autonómico","Cáceres",14/06/11,"ASOCIACIÓN DEPORTIVA NAVAS DEL MADROÑO","C/ CORONEL GUILLÉN, 17","NAVAS DEL MADROÑO","10930"," DEPORTISTAS, EXDEPORTISTAS, PERSONAS MAYORES"
4593,"Autonómico","Badajoz",05/12/07,"ASOCIACION MUSICAL CORAL ""LOS AZAHARES""","C/ MANUEL NAVARRO, 28","PERALEDA DEL ZAUCEJO","06919"," MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, MUSICALES"
4593,"Local","Cáceres",15/06/11,"ASOCIACIÓN DE MUJERES ""LA FLOR DE LA JARA DE GARVÍN""","PLAZA JULIO ARROYO, 1","GARVIN","10333"," MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, MUSICALES"
4594,"Local","Badajoz",11/12/07,"ASOCIACION ""SAN JORGE DE ALOR""","PLAZA DE SAN ANTONIO, 8","SAN JORGE DE ALOR","06108"," IDEOLÓGICAS, CULTURALES, EDUCATIVAS Y DE COMUNICACIÓN, PROPIETARIOS, VECINOS"
4595,"Autonómico","Badajoz",12/12/07,"ASOCIACION EMPRESARIAL DE BERLANGA ""ASEBER""","AVDA. DE LOS ARRIEROS, 4","BERLANGA","06930"," OTRAS"
4595,"Autonómico","Cáceres",16/06/11,"ASOCIACIÓN DE LIBREROS DE CÁCERES","AVD/ DE LA MONTAÑA, 9","CÁCERES",," OTRAS"
4596,"Comarcal","Badajoz",12/12/07,"ASOCIACION FORO DE Eps EN MONTIJO Y COMARCA","C/ ELVIRA QUINTANA, 8","MONTIJO","06480"," DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD"
4596,"Autonómico","Cáceres",22/06/11,"ASOCIACIÓN CENTRO DE ARTE, BUDO Y COMUNICACIÓN","C/ ANDRÉS BURGOS, 2º-C 2º-A","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD"
4597,"Local","Badajoz",12/12/07,"ASOCIACION ""ALMENDRALEJO DIGITAL""","C/ CRUZ, 1, 5º A","ALMENDRALEJO","06200"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, OTRAS"
4597,"Autonómico","Cáceres",30/06/11,"ASOCIACIÓN HUERTA ARROYANA","C/ SAN BLAS, 3","ARROYO DE LA LUZ","10900"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, OTRAS"
4598,"Provincial","Badajoz",12/12/07,"ASOCIACION RADIO CLUB AMISTAD MERIDA","C/ VEGA DEL ALAGON, 8","MERIDA","06800"," OTRAS"
4598,"Autonómico","Cáceres",01/07/11,"ASOCIACIÓN CULTURAL DE HOMBRES FUENTE DEL CAÑO","C/ LAS ESCUELAS, 8","TALAYUELA","10310"," OTRAS"
4599,"Provincial","Badajoz",14/12/07,"ASOCIACION ACADEMIA DE BAILE MARIA GRACIA TORRES","C/ FERNANDO DE BAXERES, 8","SANTA MARTA DE LOS BARROS","06150"," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES"
4599,"Autonómico","Cáceres",04/07/11,"ASOCIACIÓN INFANTERÍA BRITÁNICA 34TH THE BORDER REGIMENT EN LA SORPRESA DE ARROYOMOLINOS","C/ HERNÁN CORTÉS, 6","ARROYOMOLINOS","10161"," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES"
4600,"Autonómico","Badajoz",14/12/07,"ASOCIACION ""CAPRIEX""","C/ ESTATUTO, 16","FUENTES DE LEON","06280"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, FESTEJOS, OCIO, TIEMPO LIBRE"
4600,"Autonómico","Cáceres",04/07/11,"ASOCIACIÓN GORDON HIGULANDERS 92 ND EN LA SORPRESA DE ARROYOMOLINOS","C/ HERNÁN CORTÉS, 6","ARROYOMOLINOS","10161"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, FESTEJOS, OCIO, TIEMPO LIBRE"
4601,"Local","Badajoz",14/12/07,"ASOCIACION DE COMERCIANTES DE QUINTANA DE LA SERENA","PLAZA DE LA CONCORDIA, S/N","QUINTANA DE LA SERENA","06450"," COMERCIO, FESTEJOS, OCIO, TIEMPO LIBRE"
4601,"Autonómico","Cáceres",04/07/11,"ASOCIACIÓN WEST KENT 50TH EN LA SORPRESA DE ARROYOMOLINOS","C/ HERNÁN CORTÉS, 6","ARROYOMOLINOS","10161"," COMERCIO, FESTEJOS, OCIO, TIEMPO LIBRE"
4602,"Autonómico","Cáceres",04/07/11,"ASOCIACIÓN GLASGOW HIGHLAND LIGUT 71 ST EN LA SORPRESA DE ARROYOMOLINOS","C/ HERNÁN CORTÉS, 6","ARROYOMOLINOS","10161"," FESTEJOS, OCIO, TIEMPO LIBRE"
4603,"Autonómico","Badajoz",21/01/08,"ASOCIACION ""P.E.T. PRODUCCIONES""","C/ SANTO DOMINGO, 7","BADAJOZ",," FESTEJOS, OCIO, TIEMPO LIBRE, TEATRO, ESPECTÁCULOS"
4603,"Autonómico","Cáceres",04/07/11,"ASOCIACIÓN CAÇADORES PORTUGUESES 6TH EN LA SORPRESA DE ARROYOMOLINOS","C/ HERNÁN CORTÉS, 6","ARROYOMOLINOS","10161"," FESTEJOS, OCIO, TIEMPO LIBRE, TEATRO, ESPECTÁCULOS"
4604,"Autonómico","Badajoz",21/01/08,"ASOCIACION PEÑA MOTERA ""EL JAMOTO""","C/ ELIAS TORRES, 4","MONESTERIO","06260"," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
4604,"Autonómico","Cáceres",04/07/11,"ASOCIACIÓN INFANTERÍA DE DON PABLO MORILLO EN LA SORPRESA DE ARROYOMOLINOS","C/ HERNÁN CORTÉS, 6","ARROYOMOLINOS","10161"," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
4605,"Autonómico","Badajoz",21/01/08,"ASOCIACION DEPORTIVA Y CULTURAL LA ROMANA","C/ PLATON, 36","MERIDA","06800"," OTRAS"
4605,"Local","Cáceres",06/07/11,"ASOCIACIÓN UNIÓN CACEREÑA DE DARDOS","C/ ATAHUALPA, 4","CÁCERES",," OTRAS"
4606,"Autonómico","Badajoz",22/01/08,"ASOCIACION AIRSOFT EXTREMADURA","C/ BATALLA DE LA CORUÑA Nº 10","BADAJOZ",," ACCIÓN SOCIAL, VOLUNTARIADO, RECREATIVAS"
4606,"Provincial","Cáceres",06/07/11,"ASOCIACIÓN FEBEA","C/ FUENTE CUCHILLA, 2","CADALSO","10865"," ACCIÓN SOCIAL, VOLUNTARIADO, RECREATIVAS"
4607,"Local","Cáceres",06/07/11,"ASOCIACIÓN DE MAYORES - UDP","AVD/ DE LAS TERMAS, 101","BAÑOS DE MONTEMAYOR","10750"," MUSICALES, PERSONAS MAYORES"
4608,"Autonómico","Badajoz",22/01/08,"ASOCIACION ""GRUPO TEATRO BATILO""","C/ CRISTOBAL COLON, 24","RIBERA DEL FRESNO","06225"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, TEATRO, ESPECTÁCULOS"
4608,"Autonómico","Cáceres",06/07/11,"ASOCIACIÓN TENCAS DE ARROYO","PLAZA DE LA CONSTITUCIÓN, 16","ARROYO DE LA LUZ","10900"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, TEATRO, ESPECTÁCULOS"
4609,"Local","Badajoz",22/01/08,"ASOCIACION VOLEYPLAZA VILLAFRANCA","C/ MELENDEZ VALDES, 11 (Disco-Bar Detroit)","VILLAFRANCA DE LOS BARROS","06220"," DEPORTISTAS, EXDEPORTISTAS, TURISMO"
4609,"Comarcal","Cáceres",13/07/11,"ASOCIACIÓN D DENCHE TURISMO RURAL","C/ CALVARIO, S/N","ALDEA DEL CANO","10163"," DEPORTISTAS, EXDEPORTISTAS, TURISMO"
4610,"Autonómico","Badajoz",23/01/08,"ASOCIACION DE TANGOS LIBERTANGO EXTREM","C/ MANUEL GODOY, 18- 5º B","BADAJOZ",," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURA POPULAR, GASTRONOMÍA"
4610,"Autonómico","Cáceres",13/07/11,"ASOCIACIÓN DE CAZADORES ESPAÑOLES DE PALOMA TORCAZ, ACEPAT","C/ EVORA, 10 PORTAL 1 3º-A","CÁCERES",," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURA POPULAR, GASTRONOMÍA"
4611,"Provincial","Badajoz",23/01/08,"ASOCIACION PEÑA MADRIDISTA ANTOLIN MUÑOZ ""EL GUAPO""","C/ ALTOZANO, 4","MEDINA DE LAS TORRES","06320"," PROPIETARIOS, VECINOS, SOCIOS, SEGUIDORES"
4611,"Local","Cáceres",13/07/11,"ASOCIACIÓN DE VECINOS DE MAJADAS ""EL DESPERTAR""","C/ CONSTITUCIÓN, 18","MAJADAS DE TIETAR","10529"," PROPIETARIOS, VECINOS, SOCIOS, SEGUIDORES"
4612,"Provincial","Badajoz",23/01/08,"ASOCIACION PEÑA CULTURAL ""AMIGOS DEL FLAMENCO"" DE BARCARROTA","PLAZA DEL ALTOZANO, 5","BARCARROTA","06160"," CULTURA POPULAR, GASTRONOMÍA, MUSICALES"
4612,"Provincial","Cáceres",19/07/11,"ASOCIACIÓN CULTURAL GRUPO ZAMBRA","C/ SIERRA DE SAN PEDRO, 29","CÁCERES",," CULTURA POPULAR, GASTRONOMÍA, MUSICALES"
4613,"Autonómico","Badajoz",23/01/08,"ASOCIACION A.P.I.L.E.X. (ASOCIACION PARA LA INTEGRACIÓN LABORAL EN EXTREMADURA)","C/ SAN FRANCISCO, 3, Entreplanta","VILLANUEVA DE LA SERENA","06700"," JÓVENES, OTRAS"
4613,"Local","Cáceres",19/07/11,"ASOCIACIÓN CULTURAL ""EL ESCONDITE""","AVD/ VIRGEN DE LA SOLEDAD, 12","TALAVAN","10193"," JÓVENES, OTRAS"
4614,"Autonómico","Badajoz",23/01/08,"ASOCIACION CULTURAL CASAREÑA","C/ MENENDEZ VALDES, S/N","CASAS DE DON PEDRO","06770"," CULTURA POPULAR, GASTRONOMÍA, DEPORTIVAS"
4614,"Autonómico","Cáceres",27/07/11,"ASOCIACIÓN DE PSICOMOTRICIDAD E INTERVENCIÓN MOTRIZ DE EXTREMADURA ""EXTREMADURA MOTRIZ2","C/ JUAN RAMÓN JIMÉNEZ, 3 PORTAL 3 2º-A","CÁCERES",," CULTURA POPULAR, GASTRONOMÍA, DEPORTIVAS"
4615,"Autonómico","Cáceres",27/07/11,"ASOCIACIÓN SANTUBAL.COM","C/ EL CAÑO, 1","CADALSO","10865"," CULTURALES, ENSEÑANZA, OTRAS"
4617,"Local","Badajoz",24/01/08,"ASOCIACION DEPORTIVA ""SHOTOKAN VALDEBOTOA""","C/ LUIS ALVAREZ LENCERO, 11","VALDEBOTOA","06194"," DEPORTIVAS"
4618,"Autonómico","Badajoz",24/01/08,"ASOCIACION DE TECNICOS Y DIPLOMADOS EN TURISMO DE EXTREMADURA -ATEDITUREX-","C/ CONCEPCION, 43 A","FREGENAL DE LA SIERRA","06340"," CULTURALES, OTRAS"
4618,"Local","Cáceres",06/09/11,"ASOCIACIÓN CULTURAL ""AMIGOS DE LA PLAZA PORTICADA""","C/ RAMÓN Y CAJAL, 60","GARROVILLAS","10940"," CULTURALES, OTRAS"
4619,"Autonómico","Cáceres",07/09/11,"ASOCIACIÓN CULTURAL ""AGRUPACIÓN DE ZARZUELA DE GUADALUPE""","PLAZA DE SANTA MARÍA DE GUADALUPE, 29","GUADALUPE","10140"," MUSICALES, OTRAS"
4620,"Autonómico","Badajoz",24/01/08,"ASOCIACION PEÑA MOTERA BURGUILLANA ""LOS RR""","CTRA. DE VALVERDE DE BURGUILLOS KM. 1","BURGUILLOS DEL CERRO","06370"," CULTURALES, OTRAS"
4620,"Autonómico","Cáceres",09/09/11,"ASOCIACIÓN CULTURAL MADRIGALEJO 2016-FERNANDO ""EL CATÓLICO""-V CENTENARIO","C/ SANTA MARÍA, 13","MADRIGALEJO","10110"," CULTURALES, OTRAS"
4621,"Provincial","Badajoz",25/01/08,"ASOCIACION PROVINCIAL DE TRABAJADORES AUTONOMOS DE RADIO-TAXI DE DON BENITO","C/ LA CORTE, 17","DON BENITO","06400"," OTRAS"
4622,"Autonómico","Badajoz",25/01/08,"ASOCIACION DEPORTIVA ESCUELA DE FUTBOL BASE HERNAN CORTES","PLAZA HERNAN CORTES, 1","MEDELLÍN","06411"," OTRAS"
4623,"Autonómico","Badajoz",25/01/08,"ASOCIACION ""LIGADOS POR EL TENIS"" DE ZAFRA","C/ LA ENCINA, 12","ZAFRA","06300"," DEPORTISTAS, EXDEPORTISTAS, MEDIO AMBIENTE"
4623,"Provincial","Cáceres",12/09/11,"ASOCIACIÓN EL JARDIN DE LA LUNA","PLAZA DE CANTERÍAS, 13","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, MEDIO AMBIENTE"
4624,"Autonómico","Badajoz",25/01/08,"ASOCIACION ""e-TRADIS""","C/ SANCHO PEREZ, 2","MERIDA","06800"," CÍVICO-POLÍTICAS, CULTURALES"
4624,"Comarcal","Cáceres",13/09/11,"ASOCIACIÓN CENTRO DE ESTUDIOS DE SIERRA DE GATA (CESGATA)","C/ LAS ESCUELAS, 19","VILLASBUENAS DE GATA","10858"," CÍVICO-POLÍTICAS, CULTURALES"
4625,"Autonómico","Badajoz",28/01/08,"ASOCIACION CULTURA FUTURA","CAMINO CERRO GORDO, S/N","MERIDA","06800"," CULTURALES, SOCIOS, SEGUIDORES"
4625,"Provincial","Cáceres",13/09/11,"ASOCIACIÓN PEÑA MADRIDISTA ""EL CABRIL""","AVD/ CONSTITUCIÓN, 22","MONROY","10194"," CULTURALES, SOCIOS, SEGUIDORES"
4626,"Local","Badajoz",28/01/08,"ASOCIACION DE HIJOS DE ZAFRA REPARTIDOS POR ESPAÑA","PLAZA DE ESPAÑA, 8B","ZAFRA","06300"," EMIGRACIÓN, OTRAS"
