"Nregistro","Ambito","Provincia","Fregistro","Nombre","Domicilio","Dlocalidad","CodPostal","fines"
5639,"Local","Cáceres",09/02/17,"ASOCIACIÓN CULTURAL TORDERA DE MARCHAGAZ","C/ MARQUES DE ESTELLA, S/N (LOCAL)","MARCHAGAZ","10662"," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES"
5640,"Autonómico","Badajoz",24/10/11,"ASOCIACION ""AMIGOS DEL VINO DE BADAJOZ""","PLAZA DE CERVANTES, 1, 2º D","BADAJOZ",," CIENCIA, TECNOLOGÍA, TIC, PEÑAS, CLUBES, CASAS REGIONALES"
5640,"Autonómico","Cáceres",13/02/17,"ASOCIACIÓN TIC CÁCERES","C/ RÍO JERTE, 54","CÁCERES",," CIENCIA, TECNOLOGÍA, TIC, PEÑAS, CLUBES, CASAS REGIONALES"
5641,"Autonómico","Badajoz",26/10/11,"ASOCIACION ELECTROSANV","C/ MORERA Nº 2","SAN VICENTE DE ALCÁNTARA","06500"," MUSICALES, PEÑAS, CLUBES, CASAS REGIONALES"
5641,"Autonómico","Cáceres",20/02/17,"ASOCIACIÓN AGRUPACIÓN DE PEÑAS DEL CAMPO ARAÑUELO","C/ CALVO SOTELO, S/N (CASA DEL DEPORTE)","NAVALMORAL DE LA MATA","10300"," MUSICALES, PEÑAS, CLUBES, CASAS REGIONALES"
5642,"Autonómico","Badajoz",26/10/11,"ASOCIACION COMUNIDAD SAHARAUI EN EXTREMADURA","C/ LAS PARRAS Nº 35","SAN JORGE DE ALOR","06108"," ACCIÓN SOCIAL, VOLUNTARIADO, ASOCIACIONES VINCULADAS A ORGANIZACIONES INTERNACIONALES"
5642,"Autonómico","Cáceres",24/02/17,"ASOCIAICÓN PARA EL DESARROLLO Y LA INTEGRACIÓN EN EXTREMADURA (ADINEEX)","C/ TRASHUMANCIA, 31 PLANTA 1 PUERTA B","CÁCERES",," ACCIÓN SOCIAL, VOLUNTARIADO, ASOCIACIONES VINCULADAS A ORGANIZACIONES INTERNACIONALES"
5643,"Autonómico","Badajoz",26/10/11,"ASOCIACION DE PROFESIONALES PARA EL BIENESTAR PSICOSOCIAL ""CARISMA""","C/ JOSE DE ESPRONCEDA Nº 24, Esc. Dcha., Bajo B","MERIDA","06800"," OTRAS, OTRAS DE SOLIDARIDAD"
5643,"Autonómico","Cáceres",01/03/17,"ASOCIACIÓN AHL OUEDZA","AVD/ DE LAS ESCUELAS, 10","TALAYUELA","10310"," OTRAS, OTRAS DE SOLIDARIDAD"
5644,"Local","Badajoz",26/10/11,"ASOCIACION PARA EL DESARROLLO URBANISTICO TURISTICO RESIDENCIAL Y EMPRESARIAL DE HORNACHOS","C/ LOS REMEDIOS Nº 16","HORNACHOS","06228"," MUSICALES, OTRAS"
5644,"Autonómico","Cáceres",01/03/17,"ASOCIACIÓN NOTHING BUT THE BEAT (NADA MÁS QUE EL RITMO)","C/ MARTÍNEZ CAMARGO, 7","TALAYUELA","10310"," MUSICALES, OTRAS"
5645,"Autonómico","Badajoz",03/11/11,"ASOCIACION DE MADRES Y PADRES DEL C.E.I.P. FEDERICO GARCIA LORCA DE MERIDA","C/ CALVARIO Nº 43","MERIDA","06800"," MADRES Y PADRES DE ALUMNOS, OTRAS"
5645,"Provincial","Cáceres",06/03/17,"ASOCIACIÓN DIMAJO","C/ COSO, 31 PLANTA COMERCIAL","JARAIZ DE LA VERA","10400"," MADRES Y PADRES DE ALUMNOS, OTRAS"
5646,"Local","Badajoz",03/11/11,"ASOCIACION CULTURAL Y DEPORTIVA PARA EL DESARROLLO DEL NIÑO Y DE LA NIÑA EN EL MEDIO RURAL EXTREMEÑO","PLAZA DE ESPAÑA Nº 1","VALDECABALLEROS","06689"," CULTURALES, DE BASE RELIGIOSA, DEPORTIVAS"
5646,"Provincial","Cáceres",06/03/17,"ASOCIACIÓN HERMANOS DE SAN JUAN BAUTISTA DE CÁCERES","C/ SERGIO SÁNCHEZ, 3 (PARROQUIA SAN JUAN BAUTISTA)","CÁCERES",," CULTURALES, DE BASE RELIGIOSA, DEPORTIVAS"
5647,"Local","Badajoz",03/11/11,"ASOCIACION ""PEÑA BARCELONISTA DE VALDEHORNILLOS""","PLAZA DE ESPAÑA S/N (Bar Sanchez)","VALDEHORNILLOS","06410"," SOCIOEDUCATIVAS, SOCIOS, SEGUIDORES"
5647,"Autonómico","Cáceres",10/03/17,"ASOCIACIÓN DEDUCE Y CRECE","C/ CHARCA DEL OSO, 26","CÁCERES",," SOCIOEDUCATIVAS, SOCIOS, SEGUIDORES"
5648,"Local","Badajoz",03/11/11,"ASOCIACION ""CENTRO DE MAYORES DE SAN ROQUE""","c/ Solano de Figueroa nº 1","BADAJOZ",," PERSONAS MAYORES"
5649,"Local","Badajoz",04/11/11,"ASOCIACIÓN CULTURAL ECUESTRE ""PRESA DE CORNALVO""","Finca Cubillana de Mérida, Polígino 74, parcela 123","MERIDA","06800"," OTRAS, TURISMO"
5649,"Autonómico","Cáceres",13/03/17,"ASOCIACIÓN ARQUEOLOGÍA Y GESTIÓN TURÍSTICA","C/ GOLONDRINA, 14","CÁCERES",," OTRAS, TURISMO"
5650,"Autonómico","Badajoz",04/11/11,"ASOCIACIÓN CULTURAL BATALYAWS","C/ Abelardo Covarsí, nº 7 - 1º C","BADAJOZ",," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES"
5650,"Autonómico","Cáceres",17/03/17,"ASOCIACIÓN PEÑA TORNADO DANCE","C/ ANTONIO CONCHA, 28","NAVALMORAL DE LA MATA","10300"," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES"
5651,"Autonómico","Badajoz",08/11/11,"ASOCIACIÓN CRISTIANA IGLESIA EVANGÉLICA ""FILADELFIA RÍO DE VIDA"" (A.C.I.E.F.R.V.)","C/ Luis de Morales, 73","BADAJOZ",," DE BASE RELIGIOSA, OTRAS"
5651,"Autonómico","Cáceres",17/03/17,"ASOCIACIÓN CÍRCULO EMPRESARIAL PLACENTINO","C/ RÚA ZAPATERÍA, 28","PLASENCIA","10600"," DE BASE RELIGIOSA, OTRAS"
5652,"Autonómico","Cáceres",21/03/17,"ASOCIACIÓN DE PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL DE EXTREMADURA ""DE A2 A A1""","AVD/ RUTA DE LA PLATA, 38 3º-F","CÁCERES",," CULTURALES, ENSEÑANZA"
5653,"Local","Badajoz",11/11/11,"ASOCIACION ACC ""AUTOMOVIL CLUB DE CAMPANARIO""","AVDA. CONSTITUCION Nº 77","CAMPANARIO","06460"," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, OTRAS"
5654,"Autonómico","Badajoz",11/11/11,"ASOCIACION SIN TRINEO","C/ ARAUCARIA Nº 6","BADAJOZ",," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES"
5654,"Autonómico","Cáceres",27/03/17,"ASOCIACIÓN CULTURAL MUSICAL BANDA DE CORNETAS Y TAMBORES DE TORRE DE SANTA MARÍA","PLAZA DE ESPAÑA, 1","TORRE DE SANTA MARIA","10186"," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES"
5655,"Autonómico","Badajoz",16/11/11,"ASOCIACION ROCIERA PLAZA DEL TAMBORILERO","C/ ARROYO Nº 37","GUAREÑA","06470"," BIENESTAR SOCIAL, MEJORA DE LAS CONDICIONES DE VIDA, DEPORTISTAS, EXDEPORTISTAS, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, MUSICALES, PERSONAS MAYORES"
5655,"Provincial","Cáceres",29/03/17,"DE MUSICOTERAPIA MAMUT","C/ DAOIZ Y VELARDE, 2 1º-B","NAVALMORAL DE LA MATA","10300"," BIENESTAR SOCIAL, MEJORA DE LAS CONDICIONES DE VIDA, DEPORTISTAS, EXDEPORTISTAS, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, MUSICALES, PERSONAS MAYORES"
5656,"Autonómico","Badajoz",16/11/11,"ASOCIACION PROFESIONAL DE TECNICOS SUPERIORES EN GESTION FORESTAL Y DEL MEDIO NATURAL DE EXTREMADURA","C/ LIBERTAD Nº 32","TRUJILLANOS","06892"," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, OTRAS"
5656,"Autonómico","Cáceres",29/03/17,"ASOCIACIÓN ACOMPAÑAMIENTO RESIDENCIAL Y ASISTENCIAL PARA MAYORES Y DEPENDIENTES (ASOCIACIÓN ARAMADE)","AVD/ DE LOS CUATRO LUGARES, 33","CÁCERES",," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, OTRAS"
5657,"Autonómico","Badajoz",16/11/11,"ASOCIACION HORIZONTE INTERCULTURAL HUMANISTA","PLAZA DEL PILAR Nº 4 A","BADAJOZ",," IDEOLÓGICAS, TEATRO, ESPECTÁCULOS"
5657,"Autonómico","Cáceres",31/03/17,"ASOCIACIÓN DE TEATRO DE ACEHÚCHE CON TALANDANGO","C/ RINCÓN DEL PALACIO, 10","ACEHUCHE","10879"," IDEOLÓGICAS, TEATRO, ESPECTÁCULOS"
5658,"Provincial","Badajoz",21/11/11,"ASOCIACION DE FUTBOL VETERANOS DE ZAFRA","C/ CABEZO BAJO Nº 15","ZAFRA","06300"," DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS"
5658,"Local","Cáceres",08/02/79,"DE PADRES DE ALUMNOS DEL C.NTRA. SRA. DE LOS DOLORES DE ARROYO DE LA LUZ","C/ GERMÁN PETIT, 49","ARROYO DE LA LUZ","10900"," DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS"
5659,"Autonómico","Badajoz",21/11/11,"ASOCIACION ""OBSERVATORIO EXTREMEÑO DE LA INGENIERÍA""","C/ JOSE MARTINEZ RUIZ ""AZORIN"" Nº 36, Portal 8, 4º A","MERIDA","06800"," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
5659,"Autonómico","Cáceres",07/04/17,"ASOCIACIÓN PILLASTRES LUDOTECA TRASHUMANTE","C7 LAS ESCUELAS, 4","VILLASBUENAS DE GATA","10858"," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
5660,"Autonómico","Badajoz",21/11/11,"ASOCIACION ORQUESTA JOVEN DE BADAJOZ","PLAZA DE PORTUGAL Nº 6, 2º A","BADAJOZ",," ESTUDIANTES, MUSICALES"
5660,"Autonómico","Cáceres",10/04/17,"ASOCIACIÓN DE DOCTORANDOS DE LA UNIVERSIDAD DE EXTREMADURA (ADUEX)","PLAZA DE CALDEREROS, S/N (PALACIO DE LA GENERALA)","CÁCERES",," ESTUDIANTES, MUSICALES"
5661,"Autonómico","Badajoz",21/11/11,"ASOCIACION ECUESTRE ""VIRGEN DEL SOTERRAÑO""","C/ JEREZ Nº 13","BARCARROTA","06160"," DEPORTISTAS, EXDEPORTISTAS, FESTEJOS, OCIO, TIEMPO LIBRE"
5661,"Local","Cáceres",10/04/17,"ASOCIACIÓN PEÑA TORREMOCHA","C/ RÍO IBOR, 6","NAVALMORAL DE LA MATA","10300"," DEPORTISTAS, EXDEPORTISTAS, FESTEJOS, OCIO, TIEMPO LIBRE"
5662,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN CULTURAL MURGA LOS NIÑOS","Plaza de España, 9 - 2º B","BADAJOZ",," CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES, OTRAS"
5662,"Local","Cáceres",18/04/17,"ASOCIACIÓN CANINA CHINATA","C/ MIGUEL JIMÉNEZ FERNÁNDEZ, 19","MALPARTIDA DE PLASENCIA","10680"," CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES, OTRAS"
5663,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN CULTURAL ESTRÉBEDE","C/ La Carrera, 35","CASAS DE DON PEDRO","06770"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES"
5664,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN COMPARSA LOS WHISYS","C/ Inmaculada Concepción, 11","GEVORA DEL CAUDILLO","06180"," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES, OTRAS REFERIDAS A DISCAPACIDAD Y/O DEPENDENCIA"
5664,"Comarcal","Cáceres",24/04/17,"ASOCIACIÓN ACTIVAMENTE","C/ LA HIGUERA, 3","PIORNAL","10615"," FESTEJOS, OCIO, TIEMPO LIBRE, MUSICALES, OTRAS REFERIDAS A DISCAPACIDAD Y/O DEPENDENCIA"
5665,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN DE CRIADORES DE AVES DE GÉVORA","C/ del Nivel, 13","GEVORA DEL CAUDILLO","06180"," AFICIONES EN GENERAL, PROTECCIÓN DE ANIMALES Y PLANTAS"
5665,"Local","Cáceres",24/04/17,"ASOCIACIÓN ROL EN VIVO CÁCERES (REV CC)","C/ PEDRO DE IBARRA, 3 1º-B","CÁCERES",," AFICIONES EN GENERAL, PROTECCIÓN DE ANIMALES Y PLANTAS"
5666,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN EMERITA BONSAI","C/ Pelayo Moreno Sánchez, 26","MERIDA","06800"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5666,"Comarcal","Cáceres",26/04/17,"ASOCIACIÓN DE GUÍAS OFICIALES DE TURISMO DE PLASENCIA (AGUIOPLA)","C/ ESPARRILLAS, 7 2º-A","PLASENCIA","10600"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5667,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN CULTURAL DE SENDERISMO LA AURORA","Plaza de España, 8","VALDIVIA","06720"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, OTRAS"
5667,"Provincial","Cáceres",04/05/17,"ASOCIACIÓN DE APICULTORES TORRECILLANOS","AVD/ LOS EMIGRANTES, 30","TORRECILLA DE LA TIESA","10252"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, OTRAS"
5668,"Autonómico","Badajoz",25/11/11,"ASOCIACIÓN DE ALUMNOS DE LA ESCUELA DE TEATRO DE MÉRIDA","C/ Peñato, 8","MERIDA","06800"," CULTURALES, OTRAS"
5668,"Autonómico","Cáceres",04/05/17,"ASOCIACIÓN CULTURAL ECUESTRE CRISTO DE LA VICTORIA","C/ SIMÓN SÁNCHEZ, 1 BAJ 2","SERRADILLA","10530"," CULTURALES, OTRAS"
5669,"Local","Badajoz",29/11/11,"ASOCIACION CULTURAL CLUB TRIBUNA BLANCA","C/ FELIPE CHECA Nº 2","PUEBLA DE SANCHO PÉREZ","06310"," OTRAS, SOCIOS, SEGUIDORES"
5669,"Autonómico","Cáceres",04/05/17,"ASOCIACIÓN CULTURA, ""REC"", PROYECTOS AUDIOVISUALES","AVD/ ISABEL DE MOCTEZUMA, 29 4º-A","CÁCERES",," OTRAS, SOCIOS, SEGUIDORES"
5670,"Autonómico","Badajoz",29/11/11,"ASOCIACION PARA EL FOMENTO DEL DEPORTE ECUESTRE ""EL ESTRIBO""","c/ Finca Santo Domingo nº 36","VALVERDE DE MERIDA","06890"," AUDIOVISUALES, RADIO, TV, DEPORTISTAS, EXDEPORTISTAS"
5670,"Autonómico","Cáceres",13/11/17,"IMAGINING","C/ JUAN XXIII, 3","CÁCERES",," AUDIOVISUALES, RADIO, TV, DEPORTISTAS, EXDEPORTISTAS"
5671,"Local","Badajoz",29/11/11,"ASOCIACION SOCIOCULTURAL LUNARES DE COLORES","C/ IGLESIA Nº 4","VILLAR DE RENA","06716"," CULTURALES, DESARROLLO SOSTENIBLE, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5671,"Autonómico","Cáceres",09/05/17,"ASOCIACIÓN LA VILLUERQUINA","C/ NUESTRA SRA. DE LA BRENA, S/Nº","DELEITOSA","10370"," CULTURALES, DESARROLLO SOSTENIBLE, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5672,"Autonómico","Badajoz",02/12/11,"ASOCIACION VETERANOS BALONCESTO TIERRA DE BARROS","POL. INDUSTRIAL CIUDAD DEPORTIVA C/ MARATHON Nº 17","ALMENDRALEJO","06200"," DEPORTISTAS, EXDEPORTISTAS, PROMOCIÓN DE LA ENSEÑANZA"
5672,"Autonómico","Cáceres",10/04/87,"ASOCIACIÓN DE PROFESORES DE FRANCÉS DE EXTREMADURA (APFEX)","AVD/ VIRGEN DE LA MONTAÑA, 21 2º-B","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, PROMOCIÓN DE LA ENSEÑANZA"
5673,"Local","Badajoz",02/12/11,"ASOCIACION CULTURAL SANTA MARIA DE GRACIA","C/ VERA Nº 21","BERLANGA","06930"," CULTURA POPULAR, GASTRONOMÍA, DE BASE RELIGIOSA, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5673,"Local","Cáceres",10/05/17,"ASOCIACIÓN GIMNASIA RÍTMICA EXTREMAS Y DURAS","C/ ALMAZARA, 7 3º-C","CORIA","10800"," CULTURA POPULAR, GASTRONOMÍA, DE BASE RELIGIOSA, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5674,"Local","Cáceres",11/05/17,"ASOCIACIÓN MUSICAL ""DIEGO SILVA MONTERO""","PLAZA ANTONIO PLATA MOGOLLÓN, 5","MALPARTIDA DE CÁCERES","10910"," MUSICALES, OTRAS"
5675,"Autonómico","Badajoz",02/12/11,"ASOCIACION CLUSTER GASTRONOMICO DE BADAJOZ","C/ FERNANDEZ DE LA PUENTE Nº 29","BADAJOZ",," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5675,"Comarcal","Cáceres",11/05/17,"ASOCIACIÓN REFUGIO TURGALIUM DE ANIMALES","C/ SOLA, 5 BAJO","TRUJILLO","10200"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5676,"Comarcal","Badajoz",07/12/11,"ASOCIACION DE VECINOS ""LA VOZ DE MI PUEBLO""","c/ Dulce Chacon nº 2","VALDETORRES","06474"," PROPIETARIOS, VECINOS"
5677,"Comarcal","Badajoz",07/12/11,"ASOCIACION CULTURAL TENTUCLASICO","C/ CHARQUITO, S/N","CABEZA LA VACA","06293"," OTRAS, PREVENCIÓN Y ACCIÓN CONTRA DEPENDENCIAS"
5677,"Autonómico","Cáceres",11/05/17,"ASOCIACIÓN OFICINA CENTRAL DE SERVICIOS AREA 25","C/ LAS ERAS, S/N BAJO","NAVALMORAL DE LA MATA","10300"," OTRAS, PREVENCIÓN Y ACCIÓN CONTRA DEPENDENCIAS"
5678,"Local","Badajoz",07/12/11,"ASOCIACION CULTURAL AMIGOS DE SAN BENITO","PLAZA DE LA CONSTITUCIÓN Nº 10","MONTEMOLIN","06291"," CIENCIAS, CULTURA POPULAR, GASTRONOMÍA"
5678,"Autonómico","Cáceres",11/05/17,"ASOCIACIÓN INSTITUTO BUSINESS DE INTELIGENCIA","AVD/ DE ANTONIO HURTADO, 4 PISO 1 DESPACHO 5","CÁCERES",," CIENCIAS, CULTURA POPULAR, GASTRONOMÍA"
5679,"Autonómico","Cáceres",12/05/17,"ASOCIACIÓN EXTREMEÑA DE VIDEOJUEGOS Y ESPORTS","C/ SANGUINO MICHEL, 17 3º PLANTA PUERTA B","CÁCERES",," MUSICALES, OTRAS"
5680,"Autonómico","Badajoz",09/12/11,"ASOCIACION LA BRIGADA ANTIARDORES DE BADAJOZ","C/ ANTONIO MONTERO MORENO Nº 1, 3º DCHA.","BADAJOZ",," ACCIÓN SOCIAL, VOLUNTARIADO, FESTEJOS, OCIO, TIEMPO LIBRE"
5680,"Autonómico","Cáceres",16/05/17,"ASOCIACIÓN EUROPA INSERTA","PLAZA DE LA UNIÓN EUROPEA, 5","CÁCERES",," ACCIÓN SOCIAL, VOLUNTARIADO, FESTEJOS, OCIO, TIEMPO LIBRE"
5681,"Autonómico","Badajoz",13/12/11,"ASOCIACION LOS KARTIANOS","C/ CANOVAS Nº 11, 2º C","MONTIJO","06480"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, OTRAS"
5681,"Autonómico","Cáceres",19/05/17,"ASOCIACIÓN BTT CLUB LA CANCHALERA MTB","C/ CAPARRA, 2","PLASENCIA","10600"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, OTRAS"
5682,"Autonómico","Badajoz",13/12/11,"ASOCIACION ""PILOTEX""","C/ LUNA Nº 12","ALMENDRALEJO","06200"," AFECTADOS, PERJUDICADOS, OTRAS"
5682,"Autonómico","Cáceres",19/05/17,"ASOCIACIÓN LO CONSEGUIREMOS POR NACHO","C/ MAYOR, 60","ABADIA","10748"," AFECTADOS, PERJUDICADOS, OTRAS"
5683,"Local","Badajoz",13/12/11,"ASOCIACION CENTRO DE MAYORES DE BALBOA","C/ CONQUISTADORES, S/N","BALBOA","06195"," PERSONAS MAYORES, PROMOCIÓN DE LA ENSEÑANZA"
5683,"Local","Cáceres",23/05/17,"ASOCIACIÓN CULTURAL Y DEPORTIVA ""UNIÓN GARVINA""","C/ SANTA JUANA, 3 PISO 4 LETRA C FUENLABRADA","GARVIN","10333"," PERSONAS MAYORES, PROMOCIÓN DE LA ENSEÑANZA"
5684,"Autonómico","Badajoz",13/12/11,"ASOCIACION ""THE BASSCARPLUC""","C/ MINA Nº 32","PUEBLA DE LA CALZADA","06490"," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
5684,"Autonómico","Cáceres",23/05/17,"ASOCIACIÓN PARA EL MEDIO AMBIENTE Y LA DISCAPACIDAD ""ASMADI""","CTRA. DE ALISEDA, S/N","ARROYO DE LA LUZ","10900"," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
5685,"Autonómico","Badajoz",13/12/11,"ASOCIACION ""BUFONES""","C/ YUCATÁN, S/N (Centro Social Isidoro Porras)","MERIDA","06800"," AUDIOVISUALES, RADIO, TV, MUSICALES"
5685,"Local","Cáceres",24/05/17,"ASOCIACIÓN PARA LA DIVLGACIÓN DE LA CULTURA DE GARROVILLAS DE ALCONETAR","C/ EUFENIO HURTADO, 5","GARROVILLAS","10940"," AUDIOVISUALES, RADIO, TV, MUSICALES"
5686,"Autonómico","Badajoz",21/12/11,"ASOCIACION DE PEDRES FUTBOLEROS DEL COLEGIO CLARET","C/ PIEDAD Nº 45, 2º","DON BENITO","06400"," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
5686,"Autonómico","Cáceres",24/05/17,"ASOCIACIÓN LA FRENDA","C/ INSTALACIONES DEPORTIVAS/SOCIALES, S/N","SANTIAGO DE ALCÁNTARA","10510"," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
5687,"Autonómico","Badajoz",04/01/12,"ASOCIACION CULTURAL ECUESTRE ""LA GARROCHA"" DE CABEZA LA VACA","C/ DEL MEDIO Nº 1","CABEZA LA VACA","06293"," DEPORTISTAS, EXDEPORTISTAS, MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5687,"Autonómico","Cáceres",24/05/17,"ASOCIACIÓN CORNETAS Y TAMBORES DE TALAYUELA","C/ JUAN BELMONTE, 3","TALAYUELA","10310"," DEPORTISTAS, EXDEPORTISTAS, MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5688,"Autonómico","Badajoz",04/01/12,"ASOCIACION CULTURAL TRAJEARTE","C/ LA HABA Nº 14, A","VILLANUEVA DE LA SERENA","06700"," CULTURA POPULAR, GASTRONOMÍA, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5688,"Autonómico","Cáceres",24/05/17,"ASOCIACIÓN SENDERISTA CULTURAL ZARCEÑA","C/ LA CUESTA, 39","ZARZA DE GRANADILLA","10710"," CULTURA POPULAR, GASTRONOMÍA, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5689,"Autonómico","Badajoz",11/01/12,"ASOCIACION HIPICA TIERRA DE BARROS","PARAJE SANCHO, S/N, Ctra. de Circunvalación km. 5,5","ALMENDRALEJO","06200"," DEPORTISTAS, EXDEPORTISTAS, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO"
5689,"Autonómico","Cáceres",24/05/17,"ASOCIACIÓN FÉMINA VITAE","C/ LUIS SALVADOR CARMONA, 18","PLASENCIA","10600"," DEPORTISTAS, EXDEPORTISTAS, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO"
5690,"Local","Badajoz",11/01/12,"ASOCIACION DE VECINOS DE CASAS AISLADAS DE ALCAZABA","Ctra. de Alcazaba, Parcela nº 51","ALCAZABA","06182"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROPIETARIOS, VECINOS"
5690,"Local","Cáceres",26/05/17,"DE PROPIETARIOS PARA EL DESARROLLO DEL CASTAÑAR DE HOYOS","PLAZA MAYOR, 3","HOYOS","10850"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROPIETARIOS, VECINOS"
5691,"Autonómico","Badajoz",12/01/12,"ASOCIACIÓN HÍPICA MARIÑAS SOTO","Polígono El Nevero, Parcela 46","BADAJOZ",," DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5691,"Autonómico","Cáceres",26/05/17,"ASOCIACIÓN CANINA DOG & GO","CTRA. DE TRUJILLO, 27","PLASENCIA","10600"," DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5692,"Autonómico","Badajoz",12/01/12,"ASOCIACIÓN EXCULTUR-A","C/ Escavias, 14","LLERENA","06900"," CULTURALES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, TURISMO"
5692,"Autonómico","Cáceres",26/05/17,"ASOCIACIÓN PROACTYF (PROMOCIÓN DE ACTIVIDADES TERAPÉUTICAS Y FÍSICAS)","C/ COLÓN, 5","CÁCERES",," CULTURALES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, TURISMO"
5693,"Provincial","Badajoz",16/01/12,"ASOCIACION PAINTBALL ADVENTURE","C/ AYALA Nº 14, 3º B","DON BENITO","06400"," COOPERACIÓN AL DESARROLLO, CODESARROLLO, DEPORTISTAS, EXDEPORTISTAS"
5693,"Autonómico","Cáceres",26/05/17,"ASOCIACIÓN SONRISAS EN ACCIÓN","C/ GIL CORDERO, 16 2º-C","CÁCERES",," COOPERACIÓN AL DESARROLLO, CODESARROLLO, DEPORTISTAS, EXDEPORTISTAS"
5694,"Autonómico","Badajoz",16/01/12,"ASOCIACION DUCATI CLUB EXTREMADURA","C/ ANTONIO MACHADO Nº 2, 2º A","VILLAFRANCA DE LOS BARROS","06220"," MUSICALES, OTRAS"
5694,"Autonómico","Cáceres",06/06/17,"ASOCIACIÓN CULTURAL Y DE FOLKLORE RAICES NUEVAS DE ALAGÓN DEL RÍO","C/ GENIL, 4 ALAGÓN DEL RIO","GALISTEO","10691"," MUSICALES, OTRAS"
